deal_no,date,date_original,hoda,win,deal_val,acq_name,tar_name,acq_gvkey,tar_gvkey,acq_ev_len,tar_ev_len,acq_es_len,tar_es_len,acquired,own,sought,control,acq_mv_tom,acq_mv,acq_mv_valid,acq_factor,acq_p_classes,tar_mv_tom,tar_mv,tar_mv_valid,tar_factor,tar_p_classes,acq_ultimo,tar_ultimo,acq_naics_tom,acq_naics,acq_naics_valid,acq_sic,acq_sic_crsp,acq_sic_crsp_valid,tar_naics,tar_naic_crsp,tar_naics_crsp_valid,tar_sic,tar_sic_crsp,tar_sic_crsp_valid,hor_level,fin_indu,acq_acq_oth,tar_tar_oth,tar_tar_oth_tom,acq_bm,tar_bm,acq_eb_at,tar_eb_at,com_siccd,com_naics,com_growth,bea_growth,estab,rcptot,c4,c8,c20,c50,USBC_rd_ratio,USBC_sal_ratio,USBC_export,USBC_import,com_grow_equal_w,com_grow_market_w,com_grow_median_w,com_grow_equal_p,com_grow_market_p,com_grow_median_p,com_assets_equal_w,com_assets_market_w,com_assets_median_w,com_assets_equal_p,com_assets_market_p,com_assets_median_p,com_atrv_equal_w,com_atrv_market_w,com_atrv_median_w,com_atrv_equal_p,com_atrv_market_p,com_atrv_median_p,com_fxvc_equal_w,com_fxvc_market_w,com_fxvc_median_w,com_fxvc_equal_p,com_fxvc_market_p,com_fxvc_median_p,com_xrd_equal_w,com_xrd_market_w,com_xrd_median_w,com_xrd_equal_p,com_xrd_market_p,com_xrd_median_p,assets_relprev,assets_rel,"acq_car_[-63, 63]","tar_car_[-63, 63]","com_car_[-63, 63]","acq_car_(-5, 5)","tar_car_(-5, 5)","com_car_(-5, 5)","acq_car_(-40, 5)","tar_car_(-40, 5)","com_car_(-40, 5)","acq_car_(-20, 5)","tar_car_(-20, 5)","com_car_(-20, 5)","acq_car_(-30, 5)","tar_car_(-30, 5)","com_car_(-30, 5)"
1179612020,29/04/2001,29/04/2001,,"[-316, -64, -63, 63]",554.264,Vertex Pharmaceuticals Inc,Aurora Biosciences Corp,24344,64931,127,119,253,253,100,100,100,TRUE,2203.011,4234.972,TRUE,1,1,401.95,645.666125,TRUE,1,1,TRUE,TRUE,325412,,0,2834,2830,1,334516,,0,3826,2830,1,0,FALSE,0,0,0,1.668832079,33.97136279,-0.03828144,0.0243247,2834,325412,2.19535116,3.2767,731,84611875,34.9,53.1,77.4,89.8,0.060051262,62.83127128,,,35.94279738,10.7732,14.7311,889.192,748.8225,860.7017,12636.91446,31130.53819,4831.5905,501.7514,466.9097,409.4142,2.163984455,1.268868312,1.4788,609.4432,509.493,544.5195,9.416223125,6.353248543,6.197609425,713.2345,568.3918,632.562,65.36234633,13.809153,14.24612101,965.5366,953.8657,958.4735,-0.019501615,-0.276362504,-0.977584647,0.057201267,-0.895148233,-0.245574216,0.230256344,-0.218722904,-0.563939082,0.204742285,-0.522794795,-0.317274441,0.030557165,-0.29825266,-0.287130969,0.161868167,-0.261744552
1179965020,30/04/2001,30/04/2001,,"[-316, -64, -63, 63]",267.68,"Marshall & Ilsley Corp,WI",National City Bancorp,7067,17065,127,126,253,242,100,100,100,TRUE,5441.724,5722.85533,TRUE,1,1,162.049,159.890125,TRUE,1,1,TRUE,TRUE,522110,,0,6021,6021,1,522110,,0,6021,6021,1,4,TRUE,1,0,0,0.072406923,34.73470542,0.03181438,0.03019774,6021,522110,2.19535116,3.2767,81357,488659993,29.5,41.9,56.3,70.9,0.00553666,43.14082076,,,8.191175429,-5.1981,1.0914,597.1995,282.0071,468.0723,83923.81243,417284.6707,10778.5385,937.6556,974.2007,838.0436,11.98286138,11.47212577,11.9557,938.2843,950.4963,951.0474,5.748102429,8.156021783,5.09731393,464.2986,663.195,324.9295,0.00E+00,0.00E+00,0.00E+00,205.1834,205.1834,373.16,-0.003944182,-0.099148244,0.071431291,0.4681586,0.080153412,-0.045675353,0.39894563,-0.037866642,-0.109043534,0.26598593,-0.10429674,-0.121304425,0.427863575,-0.113823592,-0.100958345,0.427369293,-0.093986936
1179648020,01/05/2001,01/05/2001,,"[-316, -64, -63, 63]",14.854,Smithfield Foods Inc,Smithfield Cos Inc,9774,14629,127,28,253,65,81.407,100,81.407,TRUE,1697.134,1600.536,TRUE,1,1,,12.822,TRUE,1,1,TRUE,TRUE,311611,,0,2011,2013,1,311612,,0,2013,2013,1,3,FALSE,1,0,0,0.010891595,106.8733974,0.09695512,0.08946707,2011,311611,2.19535116,3.2767,1777,10549495,50.7,67.9,79.8,88.8,0.03689302,26.50511144,,,8.420884917,8.3558,5.7677,476.7557,740.2106,547.6224,4021.463125,17360.08053,990.1775,305.5151,199.8279,573.7149,1.290955343,1.082653937,1.0502,322.9399,212.2357,268.093,6.216693813,4.520253302,5.433033865,434.2529,164.3457,408.7128,0.322704396,0.308910195,0.00E+00,476.3783,501.2955,457.1784,-0.000733195,-0.029478195,0.162133936,0.472630525,0.106390244,-0.113772683,,,0.073329875,0.376890648,0.019773776,-0.029576271,,,-0.000731355,,
1179710020,01/05/2001,01/05/2001,25/09/2000,"[-316, -64, -63, 63]",1728.842,Pulte Homes Inc,Del Webb Corp,8823,11328,127,127,253,253,100,100,100,TRUE,1616.102,1426.62646,TRUE,1,1,568.004,551.30617,TRUE,1,1,TRUE,TRUE,236115,,0,1521,1531,1,236210,,0,1531,1531,1,2,FALSE,0,1,0,0.441776164,2.694717311,,0.06066923,1521,236115,2.19535116,3.2767,,,,,,,0.00645009,,,,2.570874385,12.4199,12.1875,289.7049,847.1824,836.3669,1234.598,2597.060131,433.709,108.1255,19.947,284.3049,0.946979217,0.84698211,0.8749,46.3765,64.4082,79.9449,1.418216538,1.226137759,0.72266035,12.8881,16.1792,12.8881,0.00E+00,0.00E+00,0.00E+00,144.5303,144.6856,473.3467,0.073398635,0.192706539,-0.099777848,0.058285709,-0.00356751,0.005738452,0.245661266,0.137891837,0.107042586,0.212462199,0.166029032,-0.030698285,0.149509161,0.06904934,0.14871579,0.265160523,0.213602568
1180741020,01/05/2001,01/05/2001,,"[-316, -64, -63, 63]",30.398,Chemical Financial Corp,"Bank West Financial Corp,Grand",15197,31662,127,106,253,195,100,100,100,TRUE,566.609,353.197,TRUE,1,1,20.484,22.5314375,TRUE,1,1,TRUE,TRUE,522190,,0,6022,6020,1,522120,,0,6035,6020,1,2,TRUE,1,0,0,0.083844459,15.89330873,0.02797371,0.01209524,6022,522190,2.19535116,3.2767,185,1403773,83.5,89.4,97.2,99.6,0.00553666,68.78894818,,,4.296374783,-2.4708,4.8586,376.8307,389.3589,526.9769,9142.41613,42922.72216,2514.102,414.9553,575.7245,317.9736,12.44193062,11.65474227,12.4598,950.1201,961.7413,966.3316,3.502344391,3.807505074,4.18384671,204.7997,233.9282,253.0125,0.00E+00,0.00E+00,0.00E+00,216.4283,216.4283,384.4049,-0.013979915,-0.154116608,0.135323313,0.182067332,0.137032616,0.069674156,0.149545867,0.072644299,-0.00207477,0.203999975,-0.027661318,0.02247817,0.254865981,0.082468572,0.050450831,0.250108606,0.055700361
1179683020,01/05/2001,01/05/2001,,"[-316, -64, -63, 63]",123.735,"Allegiant Bancorp,St Louis,MO",Southside Bancshares Corp,61364,19486,127,107,241,186,100,100,100,TRUE,88.971,66.908,FALSE,1,1,92.049,82.71725,TRUE,1,1,TRUE,TRUE,522110,,0,6021,6020,1,522110,,0,6021,6020,1,4,TRUE,1,1,0,1.063121739,0.964078327,0.01733696,0.02057017,6021,522110,2.19535116,3.2767,81357,488659993,29.5,41.9,56.3,70.9,0.00553666,43.14082076,,,8.191175429,-5.1981,1.0914,597.1995,282.0071,468.0723,83923.81243,417284.6707,10778.5385,937.6556,974.2007,838.0436,11.98286138,11.47212577,11.9557,938.2843,950.4963,951.0474,5.748102429,8.156021783,5.09731393,464.2986,663.195,324.9295,0.00E+00,0.00E+00,0.00E+00,205.1834,205.1834,373.16,-0.044131814,-0.335367773,0.274687412,0.508140399,0.412596319,0.020706381,0.171110145,0.116407507,0.00800249,0.220689018,0.144076374,0.031387768,0.179195917,0.129082099,0.022770835,0.20005954,0.145954946
1180677020,03/05/2001,03/05/2001,,"[-316, -64, -63, 63]",3215.11,Archstone Communities Trust,Charles E Smith Residential,8787,30388,127,127,253,253,100,100,100,TRUE,3010.018,3221.16646,TRUE,1,2,1043.34,999.75,TRUE,1,1,TRUE,TRUE,531190,,0,6798,6798,1,531110,,0,6798,6798,1,4,TRUE,1,0,0,0.595836209,61.27501874,,,6798,531190,2.19535116,3.2767,10360,5490969,11.1,14.3,19.2,24.5,0.00553666,23.6433209,,,14.37684102,19.4829,5.2782,750.0441,906.4033,538.365,1999.411554,6147.078593,1099.963,115.5184,159.6729,230.4856,27.22707801,6.206629989,6.494,990.6076,887.3886,896.9093,0.191141561,0.236367443,0.00E+00,26.4759,27.0995,26.4806,0.00E+00,0.00E+00,0.00E+00,343.15,343.15,520.0759,0.045524085,0.166635006,-0.06099032,-0.034580155,-0.056414445,-0.065347339,0.007247688,-0.053948228,-0.082803735,0.001715496,-0.070235294,-0.065395853,-0.026679032,-0.059281394,-0.098851313,-0.009884341,-0.085366541
1181437020,04/05/2001,04/05/2001,,"[-316, -64, -63, 63]",130.541,"SouthTrust Corp,Birmingham,AL","Cenit Bancorp,Norfolk,VA",9880,25635,127,124,253,244,100,100,100,TRUE,7595.802,7517.912188,TRUE,1,1,71.99,72.247125,TRUE,1,1,TRUE,TRUE,522110,,0,6021,6020,1,522120,,0,6035,6020,1,2,TRUE,1,1,0,0.021550481,146.1122226,0.02274179,0.02727176,6021,522110,2.19535116,3.2767,81357,488659993,29.5,41.9,56.3,70.9,0.00553666,43.14082076,,,8.191175429,-5.1981,1.0914,597.1995,282.0071,468.0723,83923.81243,417284.6707,10778.5385,937.6556,974.2007,838.0436,11.98286138,11.47212577,11.9557,938.2843,950.4963,951.0474,5.748102429,8.156021783,5.09731393,464.2986,663.195,324.9295,0.00E+00,0.00E+00,0.00E+00,205.1834,205.1834,373.16,-0.0012266,-0.053458025,-0.015631297,0.577829108,-0.009542251,-0.058571537,0.507995972,-0.055271528,-0.065381217,0.489562283,-0.063967615,-0.091570199,0.429316748,-0.090834139,-0.075290298,0.557059188,-0.074167232
1180900020,04/05/2001,04/05/2001,,"[-316, -64, -63, 63]",6215.026,Valero Energy Corp,Ultramar Diamond Shamrock Corp,15247,25422,127,127,253,253,100,100,100,TRUE,2297.474,2136.54883,TRUE,1,1,2629.879,2608.44,TRUE,1,1,TRUE,TRUE,324110,,0,2911,2911,1,324110,,0,2911,2911,1,4,FALSE,1,1,0,1.348944944,0.962669564,0.16785206,0.17807762,2911,324110,2.19535116,3.2767,88,28376524,46.7,66.7,91.9,99.6,0.03689302,69.88086757,,,5.653666375,8.9387,-2.017,490.7035,665.8522,291.8733,33771.50175,107469.252,8262,773.8554,798.6647,752.4213,1.196645676,0.883474516,1.0518,295.565,193.4984,276.4751,5.442720313,6.080978051,5.577324015,371.5581,473.2009,406.8879,0.2337925,0.294249725,0.052751175,574.4686,531.8567,615.143,-0.083564725,-0.113916686,-0.187254076,0.318100463,0.216996984,0.028871924,0.189994072,0.157044581,0.215386517,0.29787946,0.280507888,0.249534414,0.325504277,0.310654476,0.246765979,0.352721638,0.331392158
1181474020,07/05/2001,07/05/2001,,"[-316, -64, -63, 63]",16.072,Verso Technologies Inc,Telemate Net Software Inc,25976,124326,127,127,253,253,100,100,100,TRUE,37.529,75.9754495,TRUE,0.971520709,1,7.196,10.8515,TRUE,1,1,TRUE,TRUE,334611,,0,7372,7371,1,334611,,0,7372,7371,1,4,FALSE,1,0,1,0.078044202,2.743687462,-0.1342119,-0.47620619,7372,334611,2.19535116,3.2767,189,290470,34.1,50.1,68.5,84.1,0.052821828,51.83805526,,,40.23479791,4.8664,29.8166,914.9469,531.4092,987.3735,271.0589091,1093.631064,42.509,16.6753,43.7066,4.8543,2.258283426,0.98923885,1.4638,635.0975,294.2689,519.2731,8.008516273,6.841918971,7.88765403,628.7297,603.0835,745.1925,70.67353018,13.26201037,29.88334769,988.1308,931.1119,995.2877,-0.032504082,-0.054096051,0.814711716,1.528738056,0.842802204,-0.29122578,0.494497586,-0.267204028,0.115539745,0.810373914,0.133073032,0.373603456,0.669858307,0.384369494,0.304674924,0.766638539,0.318067103
1180907020,08/05/2001,07/03/2001,07/03/2001,"[-316, -64, -63, 63]",2756.59,The Williams Cos Inc,Barrett Resources Corp,11506,2054,127,124,253,253,100,100,100,TRUE,19056.588,19213.8693,TRUE,1,1,1654.647,1505.30875,TRUE,1,1,TRUE,TRUE,221210,,0,4922,2879,1,211111,,0,1311,2879,1,0,FALSE,1,1,1,0.176468166,42.24536802,0.06650496,0.18114374,4922,221210,2.19535116,3.2767,2376,66515186,18.4,29.2,52.8,81.9,0.043712847,62.93867727,,,-5.285555769,-41.7842,2.9677,134.6364,2.095,464.1959,3781.949846,7037.31648,2275.902,305.8523,145.9316,706.9038,2.288420768,1.993619894,1.6536,588.7499,737.4704,572.4235,13.00600046,8.410076149,9.67680447,766.8488,659.4899,782.315,0.255186154,0.007748969,0.00E+00,541.01,302.4499,300.5526,0.00372853,0.290637257,-0.132511845,0.030185783,-0.086644155,-0.057738539,0.081844689,-0.048472566,-0.067080784,0.040652343,-0.060625664,-0.018563114,0.112410971,-0.010442018,-0.00295972,0.068251363,0.001151084
1181673020,08/05/2001,25/04/2001,25/04/2001,"[-316, -64, -63, 63]",3056.694,Northrop Grumman Corp,Newport News Shipbuilding Inc,7985,64096,127,127,253,253,100,100,100,TRUE,6657.256,6082.77234,TRUE,1,1,1679.557,1737.7121,TRUE,1,1,TRUE,TRUE,334511,,0,3812,3721,1,336611,,0,3731,3721,1,1,FALSE,1,1,1,0.414234112,12.09298676,0.15371025,0.17411924,3812,334511,2.19535116,3.2767,504,21190101,60.5,78.2,89.8,95.5,0.086674621,62.65047834,,,10.58964759,-3.4686,6.0161,508.3718,189.6401,567.6576,830.1949098,13121.15027,69.898,68.6627,155.7535,7.2078,1.916253339,1.243199004,1.2586,401.1865,338.5824,445.1351,6.440856586,6.271102509,5.68816511,454.2881,392.6051,520.5428,27.47424011,6.626262296,10.9716909,801.0854,865.8327,865.8327,0.021231773,0.385746898,-0.348695477,-0.028916479,-0.289458458,-0.042849529,-0.038579682,-0.041669072,-0.206852973,-0.013038032,-0.173207977,-0.125561661,0.114972885,-0.084090766,-0.073076195,0.147198247,-0.035144517
1183260020,11/05/2001,11/05/2001,,"[-316, -64, -63, 63]",615.62,Merck & Co Inc,Rosetta Inpharmatics Inc,7257,138470,127,111,253,130,100,100,100,TRUE,182293.891,191336.9511,TRUE,1,1,250.872,397.1125,TRUE,1,1,TRUE,TRUE,325412,,0,2834,2834,1,541711,,0,8731,2834,1,0,FALSE,1,0,0,0.024700045,1136.029776,0.25842136,-0.19543237,2834,325412,2.19535116,3.2767,731,84611875,34.9,53.1,77.4,89.8,0.060051262,62.83127128,,,35.94279738,10.7732,14.7311,889.192,748.8225,860.7017,12636.91446,31130.53819,4831.5905,501.7514,466.9097,409.4142,2.163984455,1.268868312,1.4788,609.4432,509.493,544.5195,9.416223125,6.353248543,6.197609425,713.2345,568.3918,632.562,65.36234633,13.809153,14.24612101,965.5366,953.8657,958.4735,0.000486662,0.122253786,-0.227779093,0.547451755,-0.291718978,0.020141507,0.550855489,0.026044326,0.043849644,0.642436239,0.058836411,-0.017126068,0.723500735,0.00350787,0.003647316,0.549556398,0.024656515
1183653020,14/05/2001,14/05/2001,,"[-316, -64, -63, 63]",1721.819,Kerr-McGee Corp,HS Resources Inc,6403,25956,127,119,253,253,100,100,100,TRUE,6770.904,6373.04542,TRUE,1,1,852.051,719.3472,TRUE,1,1,TRUE,TRUE,211111,,0,1311,2911,1,211111,,0,1311,2911,1,4,FALSE,1,0,0,0.215567036,20.46539058,0.28398122,0.19672665,1311,211111,2.19535116,3.2767,,,,,,,0.043712847,70.07370462,,,9.472870787,-6.4735,5.337,654.6984,214.4671,570.3726,7033.320851,54305.46084,844.975,318.7177,617.8141,156.0801,2.571557476,1.116693783,2.3598,737.7508,420.2495,744.5553,62.47321562,9.484179158,48.75383186,969.148,731.0892,970.2779,0.030027064,0.323286971,0.00E+00,402.8561,630.9331,31.0926,0.014410775,0.024134411,-0.299729803,0.036794946,-0.222831631,0.029814836,0.281444282,0.054825779,0.000909564,0.165750141,0.021896293,0.009928046,0.227340934,0.033979826,0.079436711,0.213534828,0.097679147
1184068020,14/05/2001,14/05/2001,,"[-316, -64, -63, 63]",82.919,Xcare Net Inc,Healthcare.com Corp,129851,61541,127,127,252,253,100,100,100,TRUE,100.117,121.875,TRUE,1,1,35.772,46.4824032,TRUE,1,1,TRUE,TRUE,518210,,0,7374,7372,1,541512,,0,7373,7372,1,3,FALSE,1,0,0,0.500677551,5.302832528,-0.21304743,0.155136,7374,518210,2.19535116,3.2767,13769,53089145,33.7,39.6,50.3,61,0.040257087,,,,9.024692397,6.0608,-0.6314,579.0166,611.7653,388.5548,506.4278866,7054.090593,88.779,29.5425,154.9508,67.6122,2.355755296,1.534682189,1.229,599.3634,651.3702,503.338,19.04193307,21.20651387,7.62283221,852.1456,909.9216,744.4029,38.84293374,6.917201427,17.14223091,919.9321,892.4428,947.0747,-0.054103038,-0.211437101,1.282834707,1.578551974,1.331367935,0.115368168,0.523053012,0.154411306,0.321743949,0.548873809,0.343218396,0.152985289,0.687209603,0.199684521,0.043696282,0.656374558,0.092791825
1184205020,14/05/2001,14/05/2001,,"[-316, -64, -63, 63]",45.789,Gemstar-TV Guide Intl Inc,SkyMall Inc,62261,64127,127,109,253,253,100,100,100,TRUE,13451.53,20733.50706,TRUE,1,1,26.101,30.1519471,TRUE,1,1,TRUE,TRUE,517110,,0,4841,3651,1,454111,,0,5961,3651,1,0,FALSE,0,0,0,0.003196902,2997.904434,0.02074948,-0.25726264,4841,517110,2.19535116,3.2767,27955,237697299,59.7,80.9,87.8,92.5,0.040257087,,,,5.222228118,22.018,15.9695,368.2341,939.0531,895.7577,7471.509,22793.43602,962.701,491.9726,380.7237,385.3431,51.34914587,4.531046274,5.0494,996.9608,860.2667,894.863,46.16144541,38.91882928,41.61860037,943.1623,995.9311,945.7329,150.991149,0.144201505,0.00E+00,945.2738,390.2264,257.5168,0.00035144,0.041553414,-0.084637066,1.268429164,0.106881145,-0.01527873,0.245592902,-0.01399845,-0.208015277,0.671778781,-0.212390863,0.007263549,0.597444952,0.007911626,0.022799219,0.53401366,0.019543579
1184403020,15/05/2001,15/05/2001,,"[-316, -64, -63, 63]",1311.755,TriQuint Semiconductor Inc,Sawtek Inc,29386,62738,127,109,253,253,100,100,100,TRUE,1401.768,2536.111188,TRUE,1,1,796.275,911.0470446,TRUE,1,1,TRUE,TRUE,334413,,0,3674,3670,1,334220,,0,3663,3670,1,2,FALSE,1,0,0,2.115334441,10.1513883,0.13035245,0.33150666,3674,334413,2.19535116,3.2767,904,44818228,60.3,66.7,80.1,90.8,0.085998153,66.71512098,,,-26.66405708,-27.0045,-29.1158,11.5799,8.8433,6.4397,4339.659846,9488.371298,2149.2,210.6666,221.1805,306.08,1.779826676,1.93780498,1.6986,518.7132,693.6588,583.7519,26.49810015,29.99620969,23.42513917,872.7271,927.5812,872.3788,13.85240131,16.45538689,10.6310077,922.1365,984.4198,930.2152,-0.032637766,-0.165517997,0.122754525,0.825813076,0.18725424,-0.179251966,0.130431993,-0.094117005,0.175118218,0.383139834,0.228254005,0.105827965,0.330790658,0.171231795,0.214335369,0.360425656,0.25150692
1185836020,16/05/2001,16/05/2001,,"[-316, -64, -63, 63]",191.25,Credence Systems Corp,Integrated Measurement Systems,29085,61048,127,117,253,253,100,100,100,TRUE,1246.713,1182.654,TRUE,1,1,100.21,99.485,TRUE,1,1,TRUE,TRUE,334515,,0,3825,3820,1,334611,,0,7372,3820,1,0,FALSE,1,1,0,0.13774755,16.92455422,0.27801492,0.22320513,3825,334515,2.19535116,3.2767,733,6010197,37.4,51,63.7,77.1,0.086674621,68.34294682,,,4.7626527,-18.9181,-0.58,363.6387,51.9937,397.9145,412.5046,1889.274981,90.139,18.2316,40.1087,96.0555,2.00300214,1.60095443,1.5093,550.9525,687.2249,562.3634,6.342725975,6.279290829,5.20140671,507.3015,470.2582,426.463,25.52544378,12.19054017,13.85931936,885.4297,916.9823,881.233,0.016798058,0.142466614,0.395457121,0.682896047,0.489708231,0.035109672,0.501454323,0.057746695,-0.064596519,0.696781505,-0.036656416,-0.011201388,0.567733649,0.014781413,-0.006365429,0.67495482,0.019365595
1186230020,17/05/2001,17/05/2001,,"[-316, -64, -63, 63]",36.252,Orthodontic Centers of America,OrthAlliance Inc,31223,65310,127,127,253,253,100,100,100,TRUE,1248.362,1155.1764,TRUE,1,1,26.569,36.736375,TRUE,1,1,TRUE,TRUE,561110,,0,8741,8021,1,561110,,0,8741,8021,1,4,FALSE,0,0,0,0.127913951,15.31495466,0.25867041,0.16808,8741,561110,2.19535116,3.2767,22611,32080759,2.2,3.6,6.7,12.2,0.043712847,43.60540578,,,-11.4647806,-28.5072,-5.426,40.6856,4.8554,134.4796,282.05865,2246.384071,56.3715,8.5885,46.4703,4.6252,0.985631356,0.923658321,0.8372,131.6182,216.3693,102.5996,4.8411094,3.987418578,4.610839305,273.9169,228.0559,283.4016,4.9874073,0.067229654,0.00E+00,833.7394,347.5692,591.1259,0.072163229,0.119277454,0.073227829,0.58371791,0.077318125,0.071636106,-0.00423417,0.072170364,0.204550391,0.498985009,0.205643817,0.169170878,0.351244494,0.171193626,0.297842459,0.52645548,0.299489296
1186243020,17/05/2001,17/05/2001,,"[-316, -64, -63, 63]",,RCM Strategic Global,Dresdner RCM Global Strategic,29912,14727,127,126,253,253,100,100,100,TRUE,,307.90644,TRUE,1,1,,83.9241,TRUE,1,1,TRUE,TRUE,525990,,0,6726,6726,1,525990,,0,6726,6726,1,4,TRUE,0,0,0,,,,,6726,525990,2.19535116,3.2767,,,,,,,0.00553666,83.34481922,,,15.12714957,14.3564,4.8779,646.4766,865.8394,515.9485,3245.279784,26549.42736,890.839,267.8577,335.6359,553.1271,22.31719465,7.85446099,6.494,992.6531,924.7965,932.9716,1.241433622,2.243811178,0.00E+00,5.7334,119.6118,5.7334,0.645458946,0.093187027,0.00E+00,533.9044,316.4085,315.2792,,,-0.008958849,-0.091467685,-0.034568029,-0.020197806,-0.001202751,-0.014207976,-0.050248289,-0.059519312,-0.053214211,-0.020744488,-0.014069495,-0.018585265,-0.03894074,-0.039024775,-0.038989891
1187612020,21/05/2001,21/05/2001,,"[-316, -64, -63, 63]",324.589,E Trade Group Inc,Web Street Inc,63501,126498,127,116,253,253,100,100,100,TRUE,2729.938,3816.9957,TRUE,1,1,14.255,28.2069144,TRUE,1,1,TRUE,TRUE,523120,,0,6211,6211,1,523110,,0,6211,6211,1,4,TRUE,1,0,0,0.015190873,150.6074692,,-0.14468953,6211,523120,2.19535116,3.2767,27776,107198773,37.8,49.7,67.3,81.3,0.00553666,124.6372173,,,-4.945590083,-15.2253,-5.3548,198.8396,61.4936,172.9786,39523.53208,344602.3457,902.8475,835.3955,923.6495,191.9703,4.36846749,9.959616487,3.5417,846.4646,934.9686,843.6904,6.890098417,6.988594117,5.99565158,583.3364,608.4003,580.9207,0.43498575,0.041368697,0.00E+00,667.3372,418.9667,416.8836,-0.0005492,-0.077411074,-0.436924137,0.996380529,-0.367748049,-0.179207545,0.628936804,-0.178146458,-0.078750454,0.937997061,-0.081093838,-0.232859141,1.061872364,-0.229650099,-0.01600248,1.04382898,-0.014462279
1187936020,23/05/2001,23/05/2001,,"[-316, -64, -63, 63]",38.485,EOG Resources Inc,Energy Search Inc,16478,64409,127,104,253,243,100,100,100,TRUE,5566.93,5246.1261,TRUE,1,1,30.36,28.566375,TRUE,1,1,TRUE,TRUE,211111,,0,1311,1311,1,211111,,0,1311,1311,1,4,FALSE,0,0,0,0.020062911,-2342.02058,0.36464794,0.01832824,1311,211111,2.19535116,3.2767,,,,,,,0.043712847,70.07370462,,,9.472870787,-6.4735,5.337,654.6984,214.4671,570.3726,7033.320851,54305.46084,844.975,318.7177,617.8141,156.0801,2.571557476,1.116693783,2.3598,737.7508,420.2495,744.5553,62.47321562,9.484179158,48.75383186,969.148,731.0892,970.2779,0.030027064,0.323286971,0.00E+00,402.8561,630.9331,31.0926,-0.001696918,-0.094457431,-0.807798243,0.221237137,-0.754019343,-0.093880321,0.155861939,-0.092675328,-0.147970932,0.293314672,-0.143385779,-0.141713311,0.196679141,-0.139140947,-0.071819208,0.229610178,-0.067535552
1187941020,23/05/2001,23/05/2001,,"[-316, -64, -63, 63]",983.539,Electronic Data Systems Corp,Structural Dynamics Research,5074,13902,127,127,253,253,100,100,100,TRUE,29604.538,29738.03625,TRUE,1,1,609.235,487.2303125,TRUE,1,1,TRUE,TRUE,541513,,0,7376,7373,1,334611,,0,7372,7373,1,3,FALSE,1,1,0,0.092493937,135.6142548,0.20756203,0.10177472,7376,541513,2.19535116,3.2767,4882,22279279,71.5,74.9,80.2,85.5,0.165294158,60.86854868,,,9.024692397,6.0608,-0.6314,579.0166,611.7653,388.5548,506.4278866,7054.090593,88.779,29.5425,154.9508,67.6122,2.355755296,1.534682189,1.229,599.3634,651.3702,503.338,19.04193307,21.20651387,7.62283221,852.1456,909.9216,744.4029,38.84293374,6.917201427,17.14223091,919.9321,892.4428,947.0747,0.004696874,0.522089093,-0.024938283,0.622251638,-0.020397722,-0.030634193,0.305473655,-0.028946773,0.052912976,0.366287455,0.053831104,-0.073485702,0.304841736,-0.070905021,0.043472989,0.389083772,0.0455662
1187553020,23/05/2001,23/05/2001,,"[-316, -64, -63, 63]",83.891,Excelon Corp,C-bridge Internet Solutions,63324,127534,127,127,253,253,100,100,100,TRUE,46.139,105.0403125,TRUE,1,1,36.271,73.241,TRUE,1,1,TRUE,TRUE,334611,,0,7372,7370,1,334611,,0,7372,7370,1,4,FALSE,0,0,0,3.438544601,1.262488582,-0.24174152,-0.04520618,7372,334611,2.19535116,3.2767,189,290470,34.1,50.1,68.5,84.1,0.052821828,51.83805526,,,40.23479791,4.8664,29.8166,914.9469,531.4092,987.3735,271.0589091,1093.631064,42.509,16.6753,43.7066,4.8543,2.258283426,0.98923885,1.4638,635.0975,294.2689,519.2731,8.008516273,6.841918971,7.88765403,628.7297,603.0835,745.1925,70.67353018,13.26201037,29.88334769,988.1308,931.1119,995.2877,-0.219300866,-0.118947043,-0.517650496,-0.021041222,-0.464346786,-0.193232291,-0.103817717,-0.184950266,0.009767556,0.174833403,0.022505856,0.182201951,0.083768759,0.174919375,0.254516408,0.408561789,0.268074159
1188285020,24/05/2001,24/05/2001,19/03/2001,"[-316, -64, -63, 63]",98.93,Matthews International Corp,York Group Inc,30477,62564,127,119,253,247,100,100,100,TRUE,,457.555,TRUE,0.862483745,1,49.443,35.764,TRUE,1,1,TRUE,TRUE,331522,,0,3364,3360,1,339995,,0,3995,3360,1,1,FALSE,1,1,0,0.281925963,5.247731991,0.27092199,0.09747344,3364,331522,2.19535116,3.2767,219,1213993,25.1,37,60.1,83.1,0.006688538,30.65869622,,,-6.89738975,-5.9807,-10.5541,78.7263,119.3748,69.3973,2980.427442,12230.74467,749.698,254.0541,141.0215,492.5168,1.199330765,1.191148882,1.0369,197.4142,270.3295,210.7634,5.327326523,6.149464755,4.892355835,295.363,377.8731,370.184,1.655165727,0.957544867,0.04888626,586.3487,662.0035,569.2204,-0.077565289,-0.247838987,0.221440366,1.004400174,0.220281601,-0.004677592,0.243766321,0.00453408,-0.011995495,0.490602515,0.005642737,0.016909059,0.580039466,0.036282886,-0.011953523,0.567304818,0.008469707
