deal_no,date,date_original,hoda,win,deal_val,acq_name,tar_name,acq_gvkey,tar_gvkey,acq_ev_len,tar_ev_len,acq_es_len,tar_es_len,acquired,own,sought,control,acq_mv_tom,acq_mv,acq_mv_valid,acq_factor,acq_p_classes,tar_mv_tom,tar_mv,tar_mv_valid,tar_factor,tar_p_classes,acq_ultimo,tar_ultimo,acq_naics_tom,acq_naics,acq_naics_valid,acq_sic,acq_sic_crsp,acq_sic_crsp_valid,tar_naics,tar_naic_crsp,tar_naics_crsp_valid,tar_sic,tar_sic_crsp,tar_sic_crsp_valid,hor_level,fin_indu,acq_acq_oth,tar_tar_oth,tar_tar_oth_tom,acq_bm,tar_bm,acq_eb_at,tar_eb_at,com_siccd,com_naics,com_growth,bea_growth,estab,rcptot,c4,c8,c20,c50,USBC_rd_ratio,USBC_sal_ratio,USBC_export,USBC_import,com_grow_equal_w,com_grow_market_w,com_grow_median_w,com_grow_equal_p,com_grow_market_p,com_grow_median_p,com_assets_equal_w,com_assets_market_w,com_assets_median_w,com_assets_equal_p,com_assets_market_p,com_assets_median_p,com_atrv_equal_w,com_atrv_market_w,com_atrv_median_w,com_atrv_equal_p,com_atrv_market_p,com_atrv_median_p,com_fxvc_equal_w,com_fxvc_market_w,com_fxvc_median_w,com_fxvc_equal_p,com_fxvc_market_p,com_fxvc_median_p,com_xrd_equal_w,com_xrd_market_w,com_xrd_median_w,com_xrd_equal_p,com_xrd_market_p,com_xrd_median_p,assets_relprev,assets_rel,"acq_car_[-63, 63]","tar_car_[-63, 63]","com_car_[-63, 63]","acq_car_(-5, 5)","tar_car_(-5, 5)","com_car_(-5, 5)","acq_car_(-40, 5)","tar_car_(-40, 5)","com_car_(-40, 5)","acq_car_(-20, 5)","tar_car_(-20, 5)","com_car_(-20, 5)","acq_car_(-30, 5)","tar_car_(-30, 5)","com_car_(-30, 5)"
965944020,26/01/2000,26/01/2000,,"[-316, -64, -63, 63]",777.197,BroadVision Inc,Interleaf Inc,63099,12337,127,120,253,253,100,100,100,TRUE,13156.257,4901.32175,TRUE,1,1,453.665,341.9075,TRUE,0.922705703,1,TRUE,TRUE,334611,,0,7372,7370,1,334611,,0,7372,7370,1,4,FALSE,0,0,0,4.179338459,1203.073576,0.04796085,0.04852957,7372,334611,20.42967181,6.4613,189,290470,34.1,50.1,68.5,84.1,0.052821828,51.381217,,,13.29731127,6.0381,17.0353,397.5398,214.7731,591.2763,504.1633636,1015.264066,162.367,39.6296,36.44,37.8205,2.746340586,1.319433884,1.1721,707.9222,509.9332,458.6946,5.524370545,5.571379699,5.83306599,385.4407,377.9963,610.0402,70.53095382,10.34613448,9.35604188,966.5674,925.743,940.6239,-0.050859165,-0.206614169,-0.84622532,-1.05484401,-0.712783089,-0.053547632,0.086360706,-0.054445355,-0.214458125,-0.407539251,-0.216500354,-0.308535004,0.073079144,-0.311890342,-0.070795399,-0.195460352,-0.073513547
967321020,28/01/2000,28/01/2000,,"[-316, -64, -63, 63]",36.969,International Rectifier Corp,Zing Technologies Inc,6109,11768,127,94,253,170,100,100,100,TRUE,1352.345,948.635,TRUE,1,1,30.988,16.27425,TRUE,1,1,TRUE,TRUE,334413,,0,3674,3674,1,334413,,0,3674,3674,1,4,FALSE,0,0,0,0.040393479,44.85483947,0.0873647,0.0353472,3674,334413,20.42967181,6.4613,904,44818228,60.3,66.7,80.1,90.8,0.085998153,86.53851388,,,54.58679371,45.1909,40.9099,778.8789,804.9842,794.7553,4245.225714,10648.87434,1546.042,207.3576,247.1804,246.6257,1.401147469,1.543451044,1.412,464.694,634.4102,521.7391,16.77628836,21.01114485,14.78548233,868.767,930.7329,869.4664,9.512338286,11.66139269,10.27726105,937.863,950.1886,943.9419,-0.006551729,-0.207677527,0.615192117,0.848699953,0.460441625,0.291469063,-0.050889375,0.293705029,0.485701336,0.555113904,0.417341954,0.345370013,0.242374076,0.351794154,0.407244885,0.643336871,0.404701871
967341020,28/01/2000,28/01/2000,,"[-316, -64, -63, 63]",93.859,Leapnet Inc,SPR Inc,63662,65604,127,127,253,253,100,100,100,TRUE,84.396,53.9583125,TRUE,1,1,78.31,48.2125,TRUE,1,1,TRUE,TRUE,334611,,0,7372,7310,1,541511,,0,7371,7310,1,3,FALSE,0,0,0,3.574208614,0.859099358,-0.05473391,0.234875,7372,334611,20.42967181,6.4613,189,290470,34.1,50.1,68.5,84.1,0.052821828,51.381217,,,13.29731127,6.0381,17.0353,397.5398,214.7731,591.2763,504.1633636,1015.264066,162.367,39.6296,36.44,37.8205,2.746340586,1.319433884,1.1721,707.9222,509.9332,458.6946,5.524370545,5.571379699,5.83306599,385.4407,377.9963,610.0402,70.53095382,10.34613448,9.35604188,966.5674,925.743,940.6239,-0.22317709,-0.267917688,-0.075533964,0.92540434,0.240447832,-0.006834883,0.012759089,0.013287927,-0.050997582,0.453761992,0.079862684,-0.058976304,0.042868226,-0.005270642,-0.090629454,0.190803773,-0.002566475
975740020,31/01/2000,31/01/2000,24/05/1999,"[-316, -64, -63, 63]",297.943,Thermo Electron Corp,Thermo Ecotek(Thermo Electron),10530,31454,127,123,253,251,100,100,100,TRUE,2373.552,2105.8245,TRUE,1,1,186.502,276.3579375,TRUE,1,1,TRUE,TRUE,339113,,0,3841,3826,1,221122,,0,4911,3826,1,0,FALSE,1,0,0,0.117572706,8.627705601,0.08632575,0.11906579,3841,339113,20.42967181,6.4613,1617,16833622,32.7,44.2,60.9,75.9,0.079590573,41.65200519,,,705.6916381,10.2464,15.3976,998.1557,319.8432,549.497,338.9294684,3671.687111,38.476,13.0848,84.235,1.7256,1.852843186,1.235778243,1.345,455.9182,463.9854,516.6029,6.190602886,6.707807692,5.37232641,449.4467,572.126,471.5885,32.7490759,8.53730733,11.96326632,922.8565,921.6133,940.7357,0.011603476,0.514114261,0.535589454,0.325537644,0.519488001,0.215354549,0.307650729,0.21986131,0.163284725,0.09012923,0.159404771,0.19877901,0.359548664,0.206076201,0.190811382,0.163531196,0.189228688
972387020,31/01/2000,31/01/2000,,"[-316, -64, -63, 63]",52.699,Standard Pacific Corp,Writer Corp,10002,11610,127,69,253,97,100,100,100,TRUE,313.03,311.3775,TRUE,1,1,11.194,13.00775,TRUE,1,1,TRUE,TRUE,236220,,0,1531,1521,1,236115,,0,1521,1521,1,2,FALSE,1,0,0,0.040063416,15.84698967,0.09279147,0.09546293,1531,236220,20.42967181,6.4613,,,,,,,0.00645009,,,,14.81339615,12.5097,15.4772,324.3692,325.9928,586.3228,724.6147692,927.4157176,421.567,33.5102,2.8799,309.2441,3.085327466,0.848075057,0.6172,634.198,78.7409,28.1688,1.469665077,1.028446539,0.68679069,1.1172,2.8675,33.8657,16.19569185,0.778771241,0.00E+00,710.1232,645.8891,450.5635,0.007602058,0.034731185,-0.034820929,0.422759172,0.004205783,0.057051878,0.418810259,0.051104375,-0.067164276,0.423432,-0.047586354,-0.025912996,0.481009624,-0.00950374,-0.080025029,0.421367628,-0.054727952
972835020,02/02/2000,02/02/2000,,"[-316, -64, -63, 63]",497.52,Wells Fargo & Co,First Commerce Bancshares Inc,8007,18238,127,119,253,223,100,100,100,TRUE,60457.806,77308.3125,TRUE,1,1,293.448,275.3695,FALSE,1,2,TRUE,TRUE,522110,,0,6021,6021,1,522110,,0,6021,6021,1,4,TRUE,1,0,0,0.01388441,310.9171774,0.03848376,0.03584786,6021,522110,20.42967181,6.4613,81357,488659993,29.5,41.9,56.3,70.9,0.00553666,42.61954712,,,22.00850506,31.979,17.1348,605.2378,673.2475,606.6848,106406.3403,514526.9465,10848.606,963.1384,975.5891,866.0544,11.44964353,11.19150562,11.4082,958.4936,956.06,948.7329,4.973020056,5.953823988,4.879247565,331.4985,511.2167,439.5581,0.00E+00,0.00E+00,0.00E+00,180.5677,180.5677,460.7402,0.001011588,0.056592592,-0.187176395,0.713306548,-0.21439171,0.007042649,0.154026779,0.006567009,-0.2423497,0.644456954,-0.243676067,-0.011933494,0.603956041,-0.038277124,-0.073615383,0.624766238,-0.075288923
974460020,07/02/2000,07/02/2000,,"[-316, -64, -63, 63]",2797.529,Lucent Technologies Inc,Ortel Corp,62599,30844,127,120,253,253,100,100,100,TRUE,181837.356,210682.488,TRUE,1,1,1300.066,519.704,TRUE,0.964170951,1,TRUE,TRUE,517110,,0,4813,4812,1,334220,,0,3663,4812,1,0,FALSE,1,0,0,0.038258539,2771.955634,0.18612508,0.03507867,4813,517110,20.42967181,6.4613,27955,237697299,59.7,80.9,87.8,92.5,0.040257087,,,,21.3291307,15.6031,9.4888,553.9865,454.1396,346.0303,28191.2056,78042.00165,7923.246,775.9827,691.9365,747.4004,2.783928378,2.495002297,2.5174,725.6845,784.8971,772.993,31.40730095,32.21830242,31.0203706,912.4072,975.1158,914.8439,0.01092615,0.00326487,0.00E+00,383.0756,382.5378,279.0377,0.000224318,0.031333221,-0.303111066,1.003481365,-0.241451169,-0.09555396,0.090053236,-0.094408337,-0.49486424,0.822562501,-0.49094567,-0.143090469,0.366407561,-0.141463148,-0.371738253,0.248522375,-0.370156592
974049020,07/02/2000,07/02/2000,04/02/2000,"[-316, -64, -63, 63]",1190.488,BB&T Corp,"One Valley Bancorp Inc,WV",11856,13055,127,127,253,253,100,100,100,TRUE,8302.08,11557.38281,TRUE,1,1,941.119,1224.5935,TRUE,1,1,TRUE,TRUE,522110,,0,6021,6021,1,522190,,0,6022,6021,1,3,TRUE,0,0,0,0.443926841,19.40678823,0.03065211,0.0285991,6021,522110,20.42967181,6.4613,81357,488659993,29.5,41.9,56.3,70.9,0.00553666,42.61954712,,,22.00850506,31.979,17.1348,605.2378,673.2475,606.6848,106406.3403,514526.9465,10848.606,963.1384,975.5891,866.0544,11.44964353,11.19150562,11.4082,958.4936,956.06,948.7329,4.973020056,5.953823988,4.879247565,331.4985,511.2167,439.5581,0.00E+00,0.00E+00,0.00E+00,180.5677,180.5677,460.7402,-0.013801658,-0.083685637,-0.238497615,-0.126083075,-0.2330053,-0.126101158,0.110177963,-0.102961585,-0.174252663,-0.05198201,-0.162249622,-0.059745681,0.054902673,-0.048681057,-0.051274252,-0.01078792,-0.047605439
975382020,10/02/2000,10/02/2000,,"[-316, -64, -63, 63]",396.667,CMGI Inc,uBID Inc,29621,116505,127,118,253,234,100,100,100,TRUE,15955.435,15118.8409,FALSE,0.803205609,1,307.538,429.1595,TRUE,1,1,TRUE,TRUE,511210,,0,7372,7330,1,454111,,0,5961,7330,1,0,FALSE,1,0,0,0.625307073,811.4013256,-0.04072579,-0.13218773,7372,511210,20.42967181,6.4613,9953,103505848,39.5,45.6,56.3,66.7,0.214805583,133.0075448,,,13.29731127,6.0381,17.0353,397.5398,214.7731,591.2763,504.1633636,1015.264066,162.367,39.6296,36.44,37.8205,2.746340586,1.319433884,1.1721,707.9222,509.9332,458.6946,5.524370545,5.571379699,5.83306599,385.4407,377.9963,610.0402,70.53095382,10.34613448,9.35604188,966.5674,925.743,940.6239,0.002297455,0.253343738,-0.563140985,-0.560105099,-0.552227379,-0.140380193,0.19500029,-0.15047549,-0.215946446,-0.152723253,-0.264159045,-0.319993191,0.141223117,-0.345896401,-0.300751615,0.079811689,-0.340567255
975983020,11/02/2000,11/02/2000,,"[-316, -64, -63, 63]",4549.886,Equity Office Properties Trust,Cornerstone Properties Inc,65048,64633,127,127,253,253,100,100,100,TRUE,6414.71,5975.53375,TRUE,1,2,2003.84,1910.15825,TRUE,1,1,TRUE,TRUE,531120,,0,6798,6798,1,531190,,0,6798,6798,1,4,TRUE,0,0,0,0.328151588,3.440409513,,,6798,531120,20.42967181,6.4613,30895,51778431,11.8,17,25.1,34.2,0.00553666,32.45790271,,,14.51584958,11.4942,8.557,412.2446,348.9601,299.2361,1830.654174,5071.629215,948.451,105.3105,148.2307,181.2092,8.346528347,6.66970096,6.5684,923.8553,866.2433,912.7391,0.055330899,0.096076543,0.00E+00,21.5256,21.5256,21.5821,0.00E+00,0.00E+00,0.00E+00,343.3411,343.3411,627.3472,0.034949849,0.308213751,0.243726179,0.234752684,0.242280275,-0.069209175,0.114595284,-0.035819355,0.131831073,0.225319633,0.149470437,-0.054601021,0.112010639,-0.024154844,-0.020882511,0.112924459,0.00397603
976875020,14/02/2000,14/02/2000,,"[-316, -64, -63, 63]",3720.351,Computer Assoc Intl Inc,Sterling Software Inc,3310,10071,127,102,253,253,100,100,100,TRUE,35533.355,33360.26944,TRUE,1,1,2469.859,1990.335375,FALSE,1,1,TRUE,TRUE,334611,,0,7372,7372,1,334611,,0,7372,7372,1,4,FALSE,1,0,0,0.528922502,41.09763991,0.31115242,0.17587524,7372,334611,20.42967181,6.4613,189,290470,34.1,50.1,68.5,84.1,0.052821828,51.381217,,,13.29731127,6.0381,17.0353,397.5398,214.7731,591.2763,504.1633636,1015.264066,162.367,39.6296,36.44,37.8205,2.746340586,1.319433884,1.1721,707.9222,509.9332,458.6946,5.524370545,5.571379699,5.83306599,385.4407,377.9963,610.0402,70.53095382,10.34613448,9.35604188,966.5674,925.743,940.6239,0.022797127,0.468410628,-0.255569707,0.409675332,-0.158535411,0.026072273,0.260239618,0.041149613,0.151827062,0.217294114,0.15452514,0.126113264,0.247447642,0.133827737,0.045204843,0.198378356,0.053204159
976848020,14/02/2000,14/02/2000,,"[-316, -64, -63, 63]",1850.363,Corning Inc,NetOptix Corp,3532,4972,127,126,253,252,100,100,100,TRUE,27415.92,20669.03344,FALSE,1,1,904.755,259.07875,FALSE,1,1,TRUE,TRUE,335921,,0,3357,3229,1,335921,,0,3357,3229,1,4,FALSE,1,0,0,0.174147173,714.7710149,0.17963026,-0.03246149,3357,335921,20.42967181,6.4613,91,675829,66.9,77.9,88.4,98.4,0.027985561,56.11472516,,,14.45360418,15.6772,8.3807,386.4899,491.3632,298.3773,621.624,847.6854947,590.355,31.351,13.5505,305.4234,1.073961323,1.05309698,0.8432,303.1831,332.4569,119.6168,4.716039364,4.385171364,3.63808681,254.7502,240.4531,209.7877,1.599468909,2.994471054,0.0799899,701.7837,753.6827,671.2552,0.001501993,0.325059625,0.435737115,0.976174853,0.508444804,0.150295331,0.294057944,0.153435886,0.484306561,1.067005846,0.492623487,0.464308451,0.648822646,0.468574546,0.410368768,0.696783496,0.415086071
976421020,14/02/2000,14/02/2000,,"[-316, -64, -63, 63]",1923.673,Healtheon/WebMD Inc,Medical Manager Corp,115404,16469,127,127,190,253,100,100,100,TRUE,6046.398,3017.688188,FALSE,1,1,3090.787,2064.172,TRUE,1,1,TRUE,TRUE,334611,,0,7372,7370,1,326199,,0,3089,7370,1,0,FALSE,1,0,1,-62.95318552,7.950993285,-0.40211409,0.02070822,7372,334611,20.42967181,6.4613,189,290470,34.1,50.1,68.5,84.1,0.052821828,51.381217,,,13.29731127,6.0381,17.0353,397.5398,214.7731,591.2763,504.1633636,1015.264066,162.367,39.6296,36.44,37.8205,2.746340586,1.319433884,1.1721,707.9222,509.9332,458.6946,5.524370545,5.571379699,5.83306599,385.4407,377.9963,610.0402,70.53095382,10.34613448,9.35604188,966.5674,925.743,940.6239,-0.231578959,0.064364073,-1.079432658,-0.878916495,-1.079258859,-0.038404683,0.292816854,-0.010638893,0.389216085,0.13022297,0.357200964,0.496658451,0.200249271,0.464658148,0.528088777,0.100512691,0.477009547
