deal_no,date,date_original,hoda,win,deal_val,acq_name,tar_name,acq_gvkey,tar_gvkey,acq_ev_len,tar_ev_len,acq_es_len,tar_es_len,acquired,own,sought,control,acq_mv_tom,acq_mv,acq_mv_valid,acq_factor,acq_p_classes,tar_mv_tom,tar_mv,tar_mv_valid,tar_factor,tar_p_classes,acq_ultimo,tar_ultimo,cash_pct,acq_naics_tom,acq_naics,acq_sic,acq_sic_crsp,tar_naics,tar_naic_crsp,tar_sic,tar_sic_crsp,hor_level,fin_indu,acq_acq_oth,tar_tar_oth,tar_tar_oth_tom,acq_bm,tar_bm,acq_ebat,acq_ebitat,tar_ebat,tar_ebitat,com_siccd,com_naics,com_growth,bea_growth,estab,rcptot,c4,c8,c20,c50,nsf_rd,usbc_sal,usbc_sal_p,usbc_export,usbc_import,com_grow_equal_w,com_grow_market_w,com_grow_median_w,com_grow_equal_p,com_grow_market_p,com_grow_median_p,com_assets_equal_w,com_assets_market_w,com_assets_median_w,com_assets_equal_p,com_assets_market_p,com_assets_median_p,com_atrv_equal_w,com_atrv_market_w,com_atrv_median_w,com_atrv_equal_p,com_atrv_market_p,com_atrv_median_p,com_fxvc_equal_w,com_fxvc_market_w,com_fxvc_median_w,com_fxvc_equal_p,com_fxvc_market_p,com_fxvc_median_p,com_xrd_equal_w,com_xrd_market_w,com_xrd_median_w,com_xrd_equal_p,com_xrd_market_p,com_xrd_median_p,assets_relprev,assets_rel,acq_car_n40_5,tar_car_n40_5,com_car_n40_5,acq_car_n35_5,tar_car_n35_5,com_car_n35_5,acq_car_n30_5,tar_car_n30_5,com_car_n30_5,acq_car_n20_5,tar_car_n20_5,com_car_n20_5,acq_car_n10_5,tar_car_n10_5,com_car_n10_5
SDC deal number,Announcement date,Date original announced (rumour etc.),hoda,Primary event window used,Deal value,Acquirer name,Target name,Acquirer gvkey,Target gvkey,Acquirer event window length,Target event window length,Acquirer estimation window length,Target estimation window length,Shares acquired in the transaction,Shares owned prior to the transaction,Shares sought,Whether the acquirer gained control with the company,Acquirer market value (Thomson),Acquirer market value,Acquirer market value valid,Acquirer market factor,Acquirer number of stock classes,Target value (Thomson),Target value,Target market value valid,Target market factor,Target number of stock classes,Acquirer market cap is based on a quarter before and after (ultimo),Target market cap is based on a quarter before and after (ultimo),Cash pct. used to pay for the target,Acuirer NAICS (Thomson),Acquirer NAICS (CRSP),Acquirer SIC (Thomson),Acquirer SIC (CRSP),Target NAICS (Thomson),Target NAICS (CRSP),Target SIC (Thomson),Target SIC (CRSP),Horizontal level,True if target or acquirer industry is financial,Acquirer as an acquirer: part of another deal during the period (1 if true),Target as an target: part of another deal during the period (1 if true),Whether Thomson has registered other bids for the target,Acquirer P/B,Target P/B,Acquirer EBITDA/Assets,Acquirer EBIT/Assets,Target EBITDA/Assets,Target EBIT/Assets,Combined siccd,Combined NAICS,,,,,,,,,Total R&D expenditures divided by net sales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relative assets compared to industry and pre merger asset level,Relative assets compared to industry,Acquirer CAR,Target CAR,Combined CAR,Acquirer CAR,Target CAR,Combined CAR,Acquirer CAR,Target CAR,Combined CAR,Acquirer CAR,Target CAR,Combined CAR,Acquirer CAR,Target CAR,Combined CAR
1218656020,2001-09-04,2001-09-04,2001-09-03,"[-241, -41, -40, 5]",4043.651,Santa Fe International Corp,Global Marine Inc,5187,5187,46,46,201,201,100.000,100.000,100.000,True,3116.902,3214.55667,1,1.0000,1,2852.095,3214.55667,1,1.0000,1,1,1,,213111,,1381,1381,213111,,1381,1381,4,False,0,0,0,2.529354528287040679833189079,2.529354528287040679833189079,0.12545895,0.08081609,0.12545895,0.08081609,1381,213111,2.19535116,3.2767,,,,,,,4.371284723354374,45.234537315472934,822.702489739,,,43.452706818,33.7355,38.6320,869.1936,955.6987,993.9657,3961.486727272,11920.201820402,2131.377500000,320.287500000,228.285800000,621.698400000,2.356246390,1.916689222,2.0202,610.1503,712.8627,632.2274,20.923594545,12.218387685,14.586289680,862.932600000,872.826500000,867.208000000,0.837256091,2.330718441,0E-9,602.022500000,731.847300000,66.908000000,0.0904357794388,0.105748672145,-0.0289396623668,-0.0289396623668,-0.0288909127354,0.069900584313,0.069900584313,0.0698136228683,-0.00260015983188,-0.00260015983188,-0.00278703531688,0.0202425721385,0.0202425721385,0.0198316849138,0.0257415514958,0.0257415514958,0.0252752746668
1218643020,2001-09-04,2001-09-04,2001-09-03,"[-241, -41, -40, 5]",25263.447,Hewlett-Packard Co,Compaq Computer Corp,5606,3282,46,46,201,201,100.000,100.000,100.000,True,48821.764,51367.81506,1,1.0000,1,25466.000,24650.0000,1,1.0000,1,1,1,1.215,334111,,3571,3571,334111,,3571,3571,4,False,1,1,0,1.734815961714406362164825111,4.252302571192052980132450331,0.14831368,0.11435208,0.15529450,0.09868845,3571,334111,2.19535116,3.2767,465,20937780,80.60,92.10,96.60,99.00,7.523076542354426,59.53852731460411,930.641532520,,,-3.980472772,-7.5961,-11.8667,223.5360,129.5708,65.5599,2302.021736842,63808.328609082,89.024000000,220.675200000,634.020500000,84.858200000,1.530997838,1.079942842,1.1021,442.5183,306.3043,457.3805,11.708212351,7.040284060,5.070663050,752.213300000,606.314300000,327.277500000,20.853437632,6.132348151,15.097397490,869.234600000,875.039100000,915.770800000,0.122217193123,1.44669903414,-0.17156083935,-0.168697382186,-0.167610729835,-0.198736747503,-0.188318617842,-0.193975107034,-0.157962972133,-0.17138187357,-0.157755588958,-0.119632049219,-0.254393427645,-0.140800364309,-0.164937214759,-0.236495332104,-0.177028875356
1225579020,2001-09-28,2001-09-28,,"[-241, -41, -40, 5]",237.568,Genesis Microchip Inc,Sage Inc,66519,126320,46,46,201,201,100.000,100.000,100.000,True,607.619,652.41036,1,1.0000,1,252.570,194.3637,1,1.0000,1,1,1,,334413,,3674,5060,334413,,3674,3670,4,False,0,0,0,2.761279461279461279461279461,9.891149956791340074895010537,0.01700513,-0.02638558,-0.05506408,-0.34880805,3674,334413,2.19535116,3.2767,904,44818228,60.30,66.70,80.10,90.80,8.599815290484573,66.71512098028239,960.769574065,,,-26.664057077,-27.0045,-29.1158,11.5799,8.8433,6.4397,4339.659846153,9488.371298421,2149.200000000,210.666600000,221.180500000,306.080000000,1.779826676,1.937804980,1.6986,518.7132,693.6588,583.7519,26.498100154,29.996209689,23.425139170,872.727100000,927.581200000,872.378800000,13.852401308,16.455386890,10.631007700,922.136500000,984.419800000,930.215200000,-0.0830351420324,-0.343522177072,-0.00940522332208,0.300012071869,0.0354270196677,-0.0214559653941,0.213366253334,0.0149789226751,-0.0167683355672,0.170682427509,0.011573623247,0.118120149774,0.0640888846112,0.111317479352,0.0834208572248,0.131976799702,0.0877307613907
1225667020,2001-10-01,2001-10-01,,"[-241, -41, -40, 5]",629.854,GlobeSpan Inc,Virata Corp,121613,126497,46,46,201,201,100.000,100.000,100.000,True,1169.782,1100.59578,1,1.0000,1,752.920,788.52565,1,1.0000,1,1,1,,334413,,3674,3570,334413,,3674,3670,4,False,0,0,0,0.9557017846862406447898675878,1.259285959468365553602811951,0.05205998,-0.10504470,-0.02753463,-0.12652158,3674,334413,2.19535116,3.2767,904,44818228,60.30,66.70,80.10,90.80,8.599815290484573,66.71512098028239,960.769574065,,,-26.664057077,-27.0045,-29.1158,11.5799,8.8433,6.4397,4339.659846153,9488.371298421,2149.200000000,210.666600000,221.180500000,306.080000000,1.779826676,1.937804980,1.6986,518.7132,693.6588,583.7519,26.498100154,29.996209689,23.425139170,872.727100000,927.581200000,872.378800000,13.852401308,16.455386890,10.631007700,922.136500000,984.419800000,930.215200000,-0.0903209273236,-0.0223847004168,0.311514505341,0.291272733648,0.324956655354,0.215346450739,0.212952324828,0.233612929623,0.210971082374,0.200806984721,0.223096557671,0.0354315252398,0.147580608772,0.0834987116262,-0.215119513367,0.0540149631083,-0.12768354482
1230956020,2001-10-22,2001-10-22,2001-03-09,"[-241, -41, -40, 5]",93.547,Comstock Resources Inc,Devx Energy Inc,23002,62152,46,46,201,201,100.000,100.000,100.000,True,175.716,232.1336,1,1.0000,1,73.177,71.52189,1,1.0000,1,1,1,100.000,211111,,1311,1311,211111,,1311,1311,4,False,1,1,0,0.4267874234703011063240682174,4.487407693794703266963077518,0.27129182,0.17952769,0.24804456,0.17781933,1311,211111,2.19535116,3.2767,,,,,,,4.371284723354374,70.07370462025155,968.203670858,,,9.472870787,-6.4735,5.3370,654.6984,214.4671,570.3726,7033.320851063,54305.460836945,844.975000000,318.717700000,617.814100000,156.080100000,2.571557476,1.116693783,2.3598,737.7508,420.2495,744.5553,62.473215617,9.484179158,48.753831860,969.148000000,731.089200000,970.277900000,0.030027064,0.323286971,0E-9,402.856100000,630.933100000,31.092600000,-0.0332336687714,-0.0476417853426,0.0542978137228,0.280867795466,0.100285829391,0.115840480777,0.153120876269,0.124509560434,0.14091990145,0.199471636846,0.153518384533,0.139756263273,0.246798095675,0.161237051081,0.303709835855,0.30396795588,0.303594551616
1231245020,2001-10-23,2001-10-23,,"[-241, -41, -40, 5]",1516.134,DR Horton Inc,Schuler Homes Inc,25340,25082,46,46,201,197,100.000,100.000,100.000,True,1566.872,1803.28753,1,1.0000,1,490.981,615.9647732981,0,0.4970,1,1,1,15.797,236117,,1531,1521,236210,,1531,1521,4,False,1,0,0,0.6353014433286955050883748658,7.785106310413455768392241175,0.12568652,0.11753682,0.14235825,0.13160293,1531,236117,2.19535116,3.2767,,,,,,,0.6450090458585699,,,,,2.570874385,12.4199,12.1875,289.7049,847.1824,836.3669,1234.598000000,2597.060131452,433.709000000,108.125500000,19.947000000,284.304900000,0.946979217,0.846982110,0.8749,46.3765,64.4082,79.9449,1.418216538,1.226137759,0.722660350,12.888100000,16.179200000,12.888100000,0E-9,0E-9,0E-9,144.530300000,144.685600000,473.346700000,0.0329012303412,0.333709904324,-0.162718688392,0.0125698132593,-0.0872850016765,-0.172833373992,0.0322489952364,-0.0860993821183,-0.26415402531,0.0473042229993,-0.139817033294,-0.0966036295826,0.154347567322,0.0039985500517,-0.0845527612736,0.141808231721,0.00835315882966
1231297020,2001-10-24,2001-10-24,,"[-241, -41, -40, 5]",440.691,Brooks Automation Inc,PRI Automation Inc,31477,30781,46,46,201,201,100.000,100.000,100.000,True,527.220,767.9064,1,0.9604,1,278.103,395.0309,1,1.0000,1,1,1,,541511,,7371,3550,541512,,7373,3550,3,False,1,0,0,0.9429790555669605984942160518,3.789379561503501162119350397,0.09283454,0.03395449,0.00213055,-0.03351100,7371,541511,2.19535116,3.2767,48953,60125952,4.10,7.10,12.70,20.30,16.529415821780812,68.41115219966065,965.154793676,,,9.024692397,6.0608,-0.6314,579.0166,611.7653,388.5548,506.427886639,7054.090592504,88.779000000,29.542500000,154.950800000,67.612200000,2.355755296,1.534682189,1.2290,599.3634,651.3702,503.3380,19.041933073,21.206513868,7.622832210,852.145600000,909.921600000,744.402900000,38.842933741,6.917201427,17.142230910,919.932100000,892.442800000,947.074700000,0.0962012920482,0.487266044267,-0.303470210846,0.230055644264,-0.191567398405,-0.396648731999,0.078763960083,-0.296586513253,-0.268255220561,0.115884087405,-0.187302522963,-0.221482439386,0.149746923071,-0.142767694765,-0.0559983045553,0.413698517141,0.0365620081926
1243045020,2001-11-21,2001-07-25,2001-04-27,"[-241, -41, -40, 5]",273.011,D&E Communications Inc,Conestoga Enterprises Inc,63679,3384,41,46,164,191,100.000,100.000,100.000,True,156.557,144.0270,1,1.0000,1,220.597,183.46575,1,1.0000,1,1,1,,517110,,4813,4810,517110,,4813,4810,4,False,0,1,1,2.956359373489316445905443295,1.971028574556601707904532516,0.14400142,0.04636092,0.14602182,0.05426331,4813,517110,2.19535116,3.2767,27955,237697299,59.70,80.90,87.80,92.50,4.0257086666501465,,,,,4.921509500,1.3171,6.7466,408.2581,459.4527,666.3227,22061.316318181,62837.956636043,6861.268000000,633.227000000,665.143700000,570.910800000,2.874366350,2.492980994,2.7392,784.0777,789.5213,798.7178,35.843400318,35.732966793,35.764688480,914.618100000,972.659500000,916.093500000,0.173685909,0.039947365,0E-9,474.664900000,396.347100000,195.140700000,-0.102273989316,-0.35185158976,-0.104399778093,0.102475388801,0.0428995024442,-0.261900666406,0.14360423213,0.0121081525805,-0.202158817407,0.128811868794,0.02601198061,-0.223852928892,0.13504955158,0.0230211148369,-0.240325702513,0.184796024916,0.0494325554605
1247899020,2001-12-06,2001-12-06,,"[-241, -41, -40, 5]",2416.829,Millennium Pharmaceuticals Inc,COR Therapeutics Inc,62784,24220,46,46,201,201,100.000,100.000,100.000,True,6147.161,4312.33803,1,1.0000,1,1171.377,1045.41336,1,1.0000,1,1,1,,325412,,2834,2834,325412,,2834,2830,4,False,0,0,0,0.7149186306617802436327304633,89.59585360786187696079449835,-0.05440963,-0.09763610,-0.04198793,-0.05083430,2834,325412,2.19535116,3.2767,731,84611875,34.90,53.10,77.40,89.80,6.005126220823163,62.831271276139255,953.771406502,,,35.942797375,10.7732,14.7311,889.1920,748.8225,860.7017,12636.914458333,31130.538191664,4831.590500000,501.751400000,466.909700000,409.414200000,2.163984455,1.268868312,1.4788,609.4432,509.4930,544.5195,9.416223125,6.353248543,6.197609425,713.234500000,568.391800000,632.562000000,65.362346333,13.809152995,14.246121005,965.536600000,953.865700000,958.473500000,-0.0248472986341,-0.090771648463,0.119117828259,0.185643901427,0.141238258194,0.0816854997935,0.143792045133,0.101957544444,0.0249385780818,0.0562536691581,0.0387331081773,-0.098720359164,0.161715076086,-0.0478512831907,-0.099014637252,0.187658191872,-0.0483352855162
1263325020,2002-01-17,2002-01-17,2002-01-16,"[-241, -41, -40, 5]",252.762,Western Multiplex Corp,Proxim Inc,138347,29436,46,46,201,201,100.000,100.000,100.000,True,316.199,246.5765,1,1.0000,1,277.595,235.9136,1,1.0000,1,1,1,,334290,,3669,3679,334220,,3663,3660,3,False,1,0,1,1.933337704058218055464498787,1.330903546175851460031305662,0.15038651,0.09646003,0.08618863,0.04230206,3669,334290,0.48517944,3.3488,470,3269511,45.90,57.10,69.60,81.60,14.866886487146608,53.13547169811321,889.957438082,550918983,794802448,-10.448401301,-11.6248,-12.8114,67.1667,66.2949,21.7191,2150.785945205,21900.176885792,132.031000000,157.701600000,358.607100000,120.754800000,7.114752032,1.278044912,1.4164,823.2489,372.7859,518.2862,9.487829521,7.091324913,6.600731800,721.926000000,587.156500000,667.242700000,159.016684932,13.812293796,16.491701780,939.431100000,925.468400000,908.099400000,0.179857661887,0.19313841916,-0.0646048913579,-0.118278440258,-0.0689077495164,-0.0420443938755,-0.513268115144,-0.127437703921,-0.0488503291257,-0.36233489749,-0.10097164406,-0.243343028714,-0.231062492698,-0.238389965954,-0.458248878859,-0.380842387878,-0.444392315102
1266867020,2002-01-30,2002-01-30,,"[-241, -41, -40, 5]",618.637,Beazer Homes USA Inc,Crossmann Communities Inc,29755,29029,46,46,201,201,100.000,100.000,100.000,True,601.930,545.4336,1,1.0000,1,350.481,273.49075,1,1.0000,1,1,1,32.099,236117,,1531,1521,236210,,1531,1520,4,False,1,0,0,0.7787432907643901536183601703,2.625938086755572673438929276,0.13210434,0.12280755,0.15469520,0.14912691,1531,236117,0.48517944,3.3488,,,,,,,0.6450090458585699,,,,,26.571308364,24.9700,19.5339,733.0696,982.9857,982.1199,1681.647636363,3366.009089433,1182.288000000,117.059700000,35.013200000,608.120800000,0.960754073,0.827345051,0.9200,44.5013,61.9050,90.8901,1.010078000,0.796243804,0.502266990,1.631100000,4.076300000,12.392200000,0E-9,0E-9,0E-9,135.227400000,135.223800000,453.688400000,-0.00359062792029,0.0207441625907,0.255860691001,0.577771306715,0.297830663095,0.156352866779,0.495604370895,0.199647841507,0.0988228759617,0.440054850677,0.142482256916,0.168396333542,0.35517886439,0.193158369463,0.249357928715,0.354178878143,0.263314656674
1272286020,2002-02-20,2002-02-20,,"[-241, -41, -40, 5]",393.302,Legato Systems Inc,OTG Software Inc,60969,132702,46,46,201,201,100.000,100.000,100.000,True,1450.876,1236.1990,1,1.0000,1,394.223,324.22694,1,1.0000,1,1,1,27.558,334611,,7372,7370,334611,,7372,7370,4,False,1,0,0,1.005872604193166094796081084,10.65881754455547987135602135,0.00345896,-0.12392736,0.03477236,0.02266548,7372,334611,0.48517944,3.3488,189,290470,34.10,50.10,68.50,84.10,5.282182835820896,48.93355592654424,839.030122571,,,1.778170333,-3.7599,2.8965,342.0919,155.5504,490.5085,198.993942528,853.174950955,76.797000000,11.818900000,34.403800000,16.540300000,3.377573418,1.452933403,1.2820,684.5334,551.4276,433.9611,10.382322322,13.367820488,6.809602900,755.795100000,856.736200000,670.525000000,44.411157000,15.135699785,20.787166050,919.785700000,975.440800000,926.251200000,0.063804954455,0.452360780975,-0.26248935107,0.0108444760692,-0.20814857612,-0.262485393403,0.0142583776052,-0.208438965222,-0.267889655918,0.0172620460476,-0.213097088644,-0.484388544456,-0.172461806575,-0.428524339948,-0.296754371229,-0.229267413157,-0.283609758499
1278255020,2002-03-08,2002-03-08,,"[-241, -41, -40, 5]",1431.577,Intersil Corp,Elantec Semiconductor Inc,130762,61410,46,46,201,201,100.000,100.000,100.000,True,2813.732,3790.27836,1,0.8509,1,859.685,1005.4856,1,1.0000,1,1,1,26.637,334413,,3674,3674,334413,,3674,3670,4,False,0,0,0,0.9452344647480310075187404465,17.27707086269611909819401774,0.05844782,-0.00178049,0.11228906,0.08500410,3674,334413,0.48517944,3.3488,904,44818228,60.30,66.70,80.10,90.80,8.599815290484573,65.07937344459084,956.008448980,41741353218,26484346955,3.293421486,0.9543,1.7936,378.8740,394.5036,470.0323,2160.870400000,8481.786576586,451.535000000,120.926400000,184.580000000,109.382200000,2.724413705,2.059852244,2.0778,634.3251,666.4899,568.8820,19.585913057,32.245273976,13.890710380,849.651000000,940.469500000,843.531600000,38.736344343,15.707770885,19.312895140,905.724600000,983.418200000,920.036000000,0.0298283199619,0.189761840166,-0.334783952042,-0.0829716478057,-0.263825390853,-0.256220400133,-0.0843404102933,-0.206692038463,-0.130456243051,0.00121321067026,-0.0919706429554,-0.157187848111,-0.0696447348246,-0.130829377799,-0.148689082832,0.0631420768688,-0.0915848760428
1285448020,2002-04-05,2002-04-05,,"[-241, -41, -40, 5]",82.654,Divine Inc,Viant Corp,137572,121481,46,46,201,201,100.000,100.000,100.000,True,315.430,318.843793855,1,0.9464,1,72.516,71.6532,1,1.0000,1,1,1,90.926,334611,,7372,7389,541519,,7379,7370,3,False,1,0,0,0.2846102820554577989267513773,2.566043972918594825157941330,-0.24394800,-0.27785749,-0.26074627,-0.29734588,7372,334611,0.48517944,3.3488,189,290470,34.10,50.10,68.50,84.10,5.282182835820896,48.93355592654424,839.030122571,,,1.778170333,-3.7599,2.8965,342.0919,155.5504,490.5085,198.993942528,853.174950955,76.797000000,11.818900000,34.403800000,16.540300000,3.377573418,1.452933403,1.2820,684.5334,551.4276,433.9611,10.382322322,13.367820488,6.809602900,755.795100000,856.736200000,670.525000000,44.411157000,15.135699785,20.787166050,919.785700000,975.440800000,926.251200000,0.0373783253676,0.597764223143,-0.535128099985,0.0908693760487,-0.515884691813,-0.377983491763,0.0996683940892,-0.361689348423,-0.35461017601,0.242584395721,-0.336183889982,-0.566737195817,0.214766443554,-0.545601163414,-0.394101470614,0.160644322077,-0.377520246622
1292394020,2002-05-02,2002-02-18,2002-02-18,"[-241, -41, -40, 5]",78.677,MeriStar Hotels & Resorts Inc,Interstate Hotels Corp,113439,121474,46,46,201,184,100.000,100.000,100.000,True,31.610,26.0302,1,1.0000,1,9.856,11.4620,1,1.0000,1,1,1,,721110,,7011,7011,721110,,7011,7010,4,False,0,1,1,0.2006266300257303390453519105,0.7041850399026105775733802245,0.07400684,0.02066791,0.00507965,-0.00571460,7011,721110,0.48517944,3.3488,46295,89357109,22.40,28.80,36.30,43.80,4.371284723354374,18.784211837237414,159.830741162,,,14.616081933,10.1167,7.0685,793.5609,849.9859,692.0726,3316.926933333,8583.954677383,998.532000000,189.092800000,192.100600000,297.501900000,2.265394470,2.366548618,2.1700,546.1570,751.9165,574.1843,10.628822467,12.602030542,12.087530390,759.040600000,845.340400000,798.175900000,0E-9,0E-9,0E-9,322.821000000,322.821000000,600.081400000,-0.0535322558775,-0.151134045073,0.392492664617,0.660126991195,0.469769545419,0.486415983163,0.50068935356,0.505726829349,0.279562304558,0.678283332827,0.380364154929,0.0513487552197,0.461596758489,0.15321324651,-0.116466440705,0.390162478432,0.00203073417465
1299498020,2002-05-30,2002-05-30,,"[-241, -41, -40, 5]",75.781,Tier Technologies Inc,Official Payments Corp,66059,126717,46,46,201,201,100.000,100.000,100.000,True,271.660,327.96445,1,0.9286,1,55.956,71.4415,1,1.0000,1,1,0,100.000,541512,,7373,7370,518210,,7374,7370,3,False,1,0,0,0.9141352748490121813901115774,6.890878051855275875110308022,0.14746452,0.07941343,-0.24465721,-0.30093405,7373,541512,0.48517944,3.3488,39517,78335457,21.10,28.90,40.00,48.30,16.529415821780812,68.112906789897,965.527306730,,,4.475003842,2.1721,-4.2275,426.1211,437.1638,236.2361,232.159000000,1100.903238552,32.513000000,16.959100000,47.203600000,1.109700000,1.777662664,1.006358899,1.0365,492.7414,180.8199,303.6549,6.282290632,6.111512898,4.854466540,435.786200000,426.362200000,354.094200000,20.821599947,8.192785598,13.300622990,899.943400000,894.384100000,906.745000000,0.128861757199,0.467485187637,-0.161554975075,0.0786423874353,-0.143440963826,-0.0731906625904,0.159149269533,-0.0565475226577,0.0440244156472,0.201352957671,0.0569955876616,0.0577426868364,0.367572166149,0.0737204195086,0.01109769501,0.409312887965,0.0276551974366
1301737020,2002-06-10,2002-06-10,,"[-241, -41, -40, 5]",231.252,SmartForce PLC,SkillSoft Corp,31720,129085,46,46,201,201,100.000,100.000,100.000,True,356.134,367.8480,1,1.0000,1,312.799,328.81134,0,1.0000,1,0,1,,334611,,7372,8299,511210,,7372,8299,4,False,1,0,0,1.028982444061962134251290878,3.233828571428571428571428571,0.07528635,0.00455585,-0.06923067,-0.07559072,7372,334611,0.48517944,3.3488,189,290470,34.10,50.10,68.50,84.10,5.282182835820896,48.93355592654424,839.030122571,,,1.778170333,-3.7599,2.8965,342.0919,155.5504,490.5085,198.993942528,853.174950955,76.797000000,11.818900000,34.403800000,16.540300000,3.377573418,1.452933403,1.2820,684.5334,551.4276,433.9611,10.382322322,13.367820488,6.809602900,755.795100000,856.736200000,670.525000000,44.411157000,15.135699785,20.787166050,919.785700000,975.440800000,926.251200000,0.0754132397431,0.453362061167,-0.0585644089571,-0.611991007008,-0.423917131265,-0.136387739669,-0.637611050856,-0.460678085407,-0.23417095345,-0.620790965702,-0.484378685421,-0.169738501932,-0.580212485623,-0.443840737933,-0.291182109305,-0.69979308479,-0.563121554151
1301973020,2002-06-12,2002-06-12,,"[-241, -41, -40, 5]",3537.867,Univision Communications Inc,Hispanic Broadcasting Corp,63669,30534,46,46,201,201,100.000,100.000,100.000,True,9376.943,10473.4321838866,0,0.6340,1,2947.099,3066.3136949147,1,0.7374,1,1,1,,515120,,4833,4833,515111,,4832,4832,3,False,1,0,0,6.822566221549850145849140146,8.610881330365813753492142576,0.09874716,0.07217285,0.06587998,0.03655426,4833,515120,0.48517944,3.3488,1958,32986586,50.20,60.90,76.00,87.60,4.0257086666501465,,,,,10.887974630,15.2108,13.0514,687.8571,952.4393,878.8526,1957.628148148,6552.089002714,1325.788000000,131.195300000,131.438700000,514.791800000,3.944789764,3.464744773,3.5428,770.8041,825.0171,856.3752,12.343138481,11.170673559,9.636316890,791.494900000,778.405400000,786.507200000,0E-9,0E-9,0E-9,36.952700000,36.952700000,365.004800000,0.0460533296534,0.167015036704,-0.131639796477,0.0764687929886,-0.0952935087472,-0.127153923192,0.0584773496811,-0.0944198311724,-0.11350467448,0.12222327612,-0.0730764117909,-0.0785543813225,0.188574421679,-0.0320523806644,-0.0660278151705,0.163157084153,-0.0256758424075
1311228020,2002-07-15,2002-07-15,,"[-241, -41, -40, 5]",59515.024,Pfizer Inc,Pharmacia Corp,8530,7536,46,46,201,201,100.000,100.000,100.000,True,225121.877,228655.42601,1,1.0000,1,51698.899,53643.5946,1,1.0000,1,1,1,,325412,,2834,2834,325412,,2834,2834,4,False,1,1,1,2.861754846625766871165644172,19.02766297828076891070982774,0.30263326,0.27586647,0.14800912,0.12070429,2834,325412,0.48517944,3.3488,731,84611875,34.90,53.10,77.40,89.80,6.005126220823163,66.92448314738859,959.950604646,11624876774,19193409557,29.880255881,7.7890,10.0562,927.7279,693.0555,763.3934,9016.767904761,34871.950469710,900.608000000,435.348800000,454.919400000,265.341600000,15.686146832,1.350088171,2.2889,940.5995,517.8291,623.0460,8.033313905,6.009465823,5.460502830,660.740300000,401.307600000,436.055900000,1487.425190571,12.657821824,21.529014800,975.137100000,944.065300000,966.403400000,0.0664476195109,0.62092702156,-0.180048708354,0.0459579293953,-0.123115581547,-0.17034746021,0.00917323932903,-0.124779734231,-0.146044337607,-0.0236477372661,-0.114976698398,-0.196513541421,0.0609000547388,-0.132403739291,-0.248608845735,0.0674139425698,-0.17103464798
1344269020,2002-11-11,2002-11-11,,"[-241, -41, -40, 5]",55.888,Hyseq Pharmaceuticals Inc,Variagenics Inc,65243,137883,46,46,201,201,100.000,100.000,100.000,True,35.706,36.7904,1,1.0000,1,17.834,27.6909,1,1.0000,1,1,1,,325412,,2834,2830,325412,,2835,8731,3,False,0,0,1,1.795661759937747227806238247,0.4433486376727763517828952918,-0.73170609,-0.85876103,-0.30444728,-0.32463819,2834,325412,0.48517944,3.3488,731,84611875,34.90,53.10,77.40,89.80,6.005126220823163,66.92448314738859,959.950604646,11624876774,19193409557,29.880255881,7.7890,10.0562,927.7279,693.0555,763.3934,9016.767904761,34871.950469710,900.608000000,435.348800000,454.919400000,265.341600000,15.686146832,1.350088171,2.2889,940.5995,517.8291,623.0460,8.033313905,6.009465823,5.460502830,660.740300000,401.307600000,436.055900000,1487.425190571,12.657821824,21.529014800,975.137100000,944.065300000,966.403400000,-0.174548850029,-0.283566894731,-0.178216324857,0.341811672699,-0.0740152426877,-0.298131450435,0.609551679575,-0.149748428359,-0.243017243758,0.568984685584,-0.104269532083,-0.294015468705,0.670768392616,-0.137917402477,-0.307402318779,0.532606334256,-0.163446553471
1350749020,2002-12-16,2002-11-27,2002-11-27,"[-241, -41, -40, 5]",75.662,K2 Inc,Rawlings Sporting Goods Co,1677,30420,46,46,201,200,100.000,100.000,100.000,True,177.417,125.5730,1,1.0000,1,44.488,45.290311,1,1.0000,1,1,1,,339920,,3949,3949,339920,,3949,3940,4,False,0,1,1,0.2109892106942703941637123411,2.818508293493142998226830965,0.08428930,0.04579397,0.10220727,0.08295493,3949,339920,0.48517944,3.3488,2157,6737525,23.90,32.10,46.20,61.80,7.959057336805704,33.747204578536454,416.117462341,1879008345,4466572286,34.499053316,6.6271,4.4352,820.5319,662.1292,524.5888,313.945578947,1697.428771251,96.788000000,3.854100000,14.226800000,15.177000000,3.713394362,1.041522136,1.0457,678.6625,181.2015,285.6656,4.645982632,5.790882551,4.830775420,227.871700000,279.906800000,387.625700000,20.003391158,3.510604380,0.977774920,815.667100000,693.668000000,693.565900000,0.0431493203688,0.364678608448,0.262147765541,0.312147072597,0.277128563567,0.0740698816356,0.374259472893,0.122850675767,-0.0778276362018,0.37080877017,-0.012261864434,-0.0420576715298,0.373050685487,0.019172190954,-0.0660906698058,0.115069019337,-0.0350937465409
