deal_no,date,date_original,hoda,win,deal_val,acq_name,tar_name,acq_gvkey,tar_gvkey,acq_ev_len,tar_ev_len,acq_es_len,tar_es_len,acquired,own,sought,control,acq_mv_tom,acq_mv,acq_mv_valid,acq_factor,acq_p_classes,tar_mv_tom,tar_mv,tar_mv_valid,tar_factor,tar_p_classes,acq_ultimo,tar_ultimo,acq_naics_tom,acq_naics,acq_naics_valid,acq_sic,acq_sic_valid,tar_naics_tom,tar_naics,tar_naics_valid,tar_sic_tom,tar_sic_valid,fin_indu,acq_acq_oth,tar_tar_oth,tar_tar_oth_tom,acq_bm,tar_bm,acq_eb_at,tar_eb_at,com_siccd,com_naics,com_growth,bea_growth,estab,rcptot,c4,c8,c20,c50,USBC_rd_ratio,USBC_sal_ratio,USBC_export,USBC_import,com_grow_equal_w,com_grow_market_w,com_grow_median_w,com_grow_equal_p,com_grow_market_p,com_grow_median_p,com_assets_equal_w,com_assets_market_w,com_assets_median_w,com_assets_equal_p,com_assets_market_p,com_assets_median_p,com_atrv_equal_w,com_atrv_market_w,com_atrv_median_w,com_atrv_equal_p,com_atrv_market_p,com_atrv_median_p,com_fxvc_equal_w,com_fxvc_market_w,com_fxvc_median_w,com_fxvc_equal_p,com_fxvc_market_p,com_fxvc_median_p,com_xrd_equal_w,com_xrd_market_w,com_xrd_median_w,com_xrd_equal_p,com_xrd_market_p,com_xrd_median_p,assets_relprev,assets_rel,acq_car_dynamic,tar_car_dynamic,com_car_dynamic,acq_car_n5_5,tar_car_n5_5,com_car_n5_5,acq_car_n40_5,tar_car_n40_5,com_car_n40_5,acq_car_n20_5,tar_car_n20_5,com_car_n20_5,acq_car_n30_5,tar_car_n30_5,com_car_n30_5
1167908020,27/03/2001,23/03/2001,26/03/2001,"[-316, -64, -40, 5]",11070.277,Johnson & Johnson,ALZA Corp,6266,1359,46,46,253,253,100,100,100,TRUE,133373.285,127823.6483,TRUE,1,1,9304.018,9585.6615,TRUE,1,1,TRUE,TRUE,325412,,0,2834,1,325412,,0,2834,1,FALSE,1,0,0,0.580949182,184.7696563,0.25271748,0.12410256,2834,325412,2.19535116,3.2767,731,84611875,34.9,53.1,77.4,89.8,0.060051262,62.83127128,,,35.94279738,10.7732,14.7311,889.192,748.8225,860.7017,12636.91446,31130.53819,4831.5905,501.7514,466.9097,409.4142,2.163984455,1.268868312,1.4788,609.4432,509.493,544.5195,9.416223125,6.353248543,6.197609425,713.2345,568.3918,632.562,65.36234633,13.809153,14.24612101,965.5366,953.8657,958.4735,0.006520948,0.095068714,-0.058477848,-0.101723951,-0.058907908,-0.063205871,0.129050887,-0.054332975,-0.058477848,-0.101723951,-0.058907908,-0.100456753,-0.067827716,-0.098291825,-0.089870557,-0.170120554,-0.092700098
1170394020,30/03/2001,30/03/2001,,"[-316, -64, -40, 5]",33.538,First Financial Corp,"Community Financial,Olney,IL",18276,60949,45,36,244,203,100,100,100,TRUE,211.705,210.02425,TRUE,1,1,26.538,26.68225,TRUE,1,1,TRUE,TRUE,522110,,0,6020,1,522120,,0,6020,1,TRUE,1,0,0,0.158180778,6.208959085,0.02254513,0.01676244,6022,522110,2.19535116,3.2767,81357,488659993,29.5,41.9,56.3,70.9,0.00553666,43.14082076,,,4.296374783,-2.4708,4.8586,376.8307,389.3589,526.9769,9142.41613,42922.72216,2514.102,414.9553,575.7245,317.9736,12.44193062,11.65474227,12.4598,950.1201,961.7413,966.3316,3.502344391,3.807505074,4.18384671,204.7997,233.9282,253.0125,0.00E+00,0.00E+00,0.00E+00,216.4283,216.4283,384.4049,-0.016524981,-0.155428995,0.321159079,0.187018862,0.306761124,0.185183061,0.159312689,0.183310139,0.321159079,0.187018862,0.306761124,0.273872472,0.180692352,0.264331841,0.308890946,0.168592967,0.294517855
1169662020,02/04/2001,20/02/2001,20/02/2001,"[-316, -64, -40, 5]",85.037,Church & Dwight Co Inc,USA Detergents Inc,3026,61142,46,46,253,252,85.415,100,85.415,TRUE,833.91,950.8302,TRUE,1,1,49.675,60.32025,TRUE,1,1,TRUE,TRUE,325611,,0,2841,1,325611,,0,2841,1,FALSE,1,1,0,0.244064309,50.30847619,0.1661096,0.13025157,2841,325611,2.19535116,3.2767,699,10260490,63.1,73.9,82.7,88.4,0.060051262,44.87322552,,,67.88188834,4.5733,12.6189,949.4015,612.6618,871.5958,2755.621991,24738.63967,157.493,212.1763,294.2889,109.5322,21.99519741,1.338917354,2.1233,953.1121,538.6491,669.9209,13.62405293,6.969495717,6.2196448,799.0472,504.3233,632.0227,985.9610871,11.1765029,24.82527779,964.5789,966.1826,966.1826,-0.022889228,-0.198705225,0.082058519,0.517728163,0.095424339,0.161674946,0.280899992,0.165396625,0.082058519,0.517728163,0.095424339,0.176556381,0.446196744,0.184863406,0.250520203,0.525580055,0.259374287
1170856020,02/04/2001,02/04/2001,,"[-316, -64, -40, 5]",890.419,Vishay Intertechnology Inc,General Semiconductor Inc,11191,65144,46,46,253,253,100,100,100,TRUE,2447.952,2986.11955,TRUE,0.887411457,1,362.533,387.614,TRUE,1,1,TRUE,TRUE,334415,,0,3622,1,334413,,0,3622,1,FALSE,1,0,0,0.360134311,18.66441371,0.14284952,0.14262137,3676,334415,2.19535116,3.2767,58,393932,38.7,57.6,86.7,99.6,0.085998153,29.54332487,,,-18.34570318,-22.3481,-25.2541,21.144,19.9324,7.0439,1588.058807,18652.64988,246.887,123.1321,307.8033,192.5607,4.172270126,1.692481266,1.6857,803.3259,699.1249,583.2556,15.40255717,24.42098597,8.515912555,835.588,925.4294,763.4425,77.44937813,14.2496416,15.38145988,934.7585,948.2127,933.1071,0.029941966,0.081593171,0.211663516,0.375768442,0.220440643,-0.160110878,0.078537681,-0.148140259,0.211663516,0.375768442,0.220440643,0.120151483,0.27422425,0.12549042,0.214300498,0.32174565,0.217948023
1171241020,03/04/2001,12/03/2001,12/03/2001,"[-316, -64, -40, 5]",23398.157,AIG,American General Corp,1487,1465,46,46,253,253,100,100,100,TRUE,187513.605,200040.7965,TRUE,1,1,19654.342,19134.9645,FALSE,1,1,TRUE,TRUE,524126,,0,6711,1,524113,,0,6711,1,TRUE,1,1,1,0.561851147,32.00652743,0.04089652,,6331,524126,2.19535116,3.2767,12951,366051948,30.8,45.5,65.2,80.6,0.00553666,52.86016547,,,3.317746,4.88,5.9916,344.3261,544.8624,617.026,28101.2485,101650.9815,5901.8555,677.5051,726.6607,495.1009,5.299384192,5.178105308,4.3601,867.9722,868.9844,870.7743,1.303794308,1.582376171,1.08621176,111.0465,137.8272,94.7083,0.00E+00,0.00E+00,0.00E+00,313.1651,313.1651,490.0326,0.034943607,0.255185261,-0.095453393,0.170456428,-0.095552502,-0.028993493,0.139519196,-0.029334928,-0.095453393,0.170456428,-0.095552502,-0.062376963,0.108825405,-0.063438719,-0.101992147,0.117793605,-0.102646712
1172300020,06/04/2001,06/04/2001,,"[-316, -64, -40, 5]",10.847,Covista Communications Inc,Capsule Communications Inc,4572,24880,44,30,226,238,100,100,100,TRUE,36.324,38.2305,FALSE,1,1,,7.015,TRUE,1,1,TRUE,TRUE,517110,,0,3220,1,517110,,0,3220,1,FALSE,1,1,0,0.500821018,-195.0535714,0.03616324,-0.31528948,4813,517110,2.19535116,3.2767,27955,237697299,59.7,80.9,87.8,92.5,0.040257087,,,,4.9215095,1.3171,6.7466,408.2581,459.4527,666.3227,22061.31632,62837.95664,6861.268,633.227,665.1437,570.9108,2.87436635,2.492980994,2.7392,784.0777,789.5213,798.7178,35.84340032,35.73296679,35.76468848,914.6181,972.6595,916.0935,0.173685909,0.039947365,0.00E+00,474.6649,396.3471,195.1407,-0.022066233,-0.596919699,-0.076603161,0.930846822,-0.156296285,0.038435136,,,-0.076603161,0.930846822,-0.156296285,-0.228433822,0.956426529,-0.312581489,-0.299104232,1.04358244,-0.382620437
1172319020,09/04/2001,09/04/2001,,"[-316, -64, -40, 5]",75.654,Kana Communications Inc,Broadbase Software Inc,123998,123994,46,46,253,253,100,100,100,TRUE,187.602,485.2336115,TRUE,1,1,167.432,245.042875,FALSE,1,1,TRUE,TRUE,334611,,0,7370,1,334611,,0,7370,1,FALSE,1,0,0,0.272435744,0.402514806,-0.09730401,-0.04182737,7372,334611,2.19535116,3.2767,189,290470,34.1,50.1,68.5,84.1,0.052821828,51.83805526,,,9.024692397,6.0608,-0.6314,579.0166,611.7653,388.5548,506.4278866,7054.090593,88.779,29.5425,154.9508,67.6122,2.355755296,1.534682189,1.229,599.3634,651.3702,503.338,19.04193307,21.20651387,7.62283221,852.1456,909.9216,744.4029,38.84293374,6.917201427,17.14223091,919.9321,892.4428,947.0747,0.133875789,0.23990705,-0.637358972,-0.805421183,-0.643364585,-0.427357207,-0.616291318,-0.432437651,-0.637358972,-0.805421183,-0.643364585,-0.311350214,-0.48105161,-0.320535999,-0.43485935,-0.769598473,-0.443350161
1172987020,10/04/2001,10/04/2001,,"[-316, -64, -40, 5]",157.148,Constellation Brands Inc,Ravenswood Winery Inc,2710,119595,46,46,253,235,100,100,100,TRUE,1280.509,1179.26005,TRUE,1,2,75.488,62.70125,TRUE,1,1,TRUE,TRUE,312130,,0,2084,1,312130,,0,2084,1,FALSE,1,0,0,0.098387775,38.89764983,0.11982462,0.23656682,2084,312130,2.19535116,3.2767,1127,5197127,45.6,60.6,71.9,80.6,0.00501327,38.40406754,,,8.420884917,8.3558,5.7677,476.7557,740.2106,547.6224,4021.463125,17360.08053,990.1775,305.5151,199.8279,573.7149,1.290955343,1.082653937,1.0502,322.9399,212.2357,268.093,6.216693813,4.520253302,5.433033865,434.2529,164.3457,408.7128,0.322704396,0.308910195,0.00E+00,476.3783,501.2955,457.1784,-0.002345648,-0.06244759,0.071616832,0.791635993,0.152135037,-0.0797342,0.54545039,-0.007598731,0.071616832,0.791635993,0.152135037,-0.038545163,0.6274865,0.037111376,0.067174201,0.624079256,0.133484368
1173602020,13/04/2001,13/04/2001,,"[-316, -64, -40, 5]",565.424,Jones Apparel Group Inc,McNaughton Apparel Group Inc,24032,29806,46,46,253,251,100,100,100,TRUE,4479.381,4628.53917,TRUE,1,1,154.134,127.946,TRUE,0.770981508,1,TRUE,FALSE,315232,,0,2337,1,315212,,0,2337,1,FALSE,1,0,0,0.086100942,43.88114383,0.24066864,0.17685805,2331,315232,2.19535116,3.2767,352,1633336,22.6,35.5,59.7,81.5,0.03689302,26.80126688,,,38.11658236,5.3928,3.9928,680.4487,691.6395,420.681,4515.919282,55229.80774,581.746,498.1321,453.7586,498.1321,12.61940412,1.110372051,1.4595,874.1865,173.884,433.3897,44.15591122,6.201792881,6.18238372,887.0103,380.3304,607.1357,538.704706,3.405651556,1.67460195,874.1865,660.205,627.5046,-0.016066758,-0.033361165,-0.035234015,0.395235983,-0.032981575,-0.088280262,0.255025482,-0.084214691,-0.035234015,0.395235983,-0.032981575,-0.070227099,0.219673629,-0.06860764,-0.056950681,0.223143737,-0.056240254
1173578020,16/04/2001,16/04/2001,,"[-316, -64, -40, 5]",13132.151,"First Union Corp,Charlotte,NC","Wachovia Corp,Winston-Salem,NC",4739,11247,46,46,253,253,100,100,100,TRUE,32302.814,31971.1134,TRUE,1,1,12446.254,13573.08344,TRUE,1,1,TRUE,TRUE,522110,,0,6162,1,522110,,0,6162,1,TRUE,1,0,1,0.884412813,5.087264698,0.01533226,0.02986275,6021,522110,2.19535116,3.2767,81357,488659993,29.5,41.9,56.3,70.9,0.00553666,43.14082076,,,6.470226303,-3.1815,4.3643,520.8408,341.3019,503.7863,7370.210972,248619.1068,1016.71,474.3871,928.052,407.5361,12.63351042,11.69525704,12.6144,903.5507,962.129,962.129,4.802216074,6.648287224,4.586503055,258.194,574.752,264.5379,0.00E+00,0.00E+00,0.00E+00,151.2516,151.2516,406.9716,0.02870512,0.426288146,-0.010152738,-0.030592626,-0.020801656,-0.094653932,0.008112357,-0.05235484,-0.010152738,-0.030592626,-0.020801656,-0.102391447,-0.022298166,-0.070605963,-0.061433946,-0.013422141,-0.043408514
1177039020,20/04/2001,20/04/2001,,"[-316, -64, -40, 5]",6.46,E-Stamp Corp,Learn2.com Inc,124675,30835,46,46,253,253,100,100,100,TRUE,2.403,5.9959806,TRUE,1,1,13.233,26.466,TRUE,1,1,TRUE,TRUE,511210,,0,5960,1,334611,,0,5960,1,FALSE,1,0,0,0.854375827,0.186656931,-2.12562053,-0.30259733,7372,511210,2.19535116,3.2767,9953,103505848,39.5,45.6,56.3,66.7,0.214805583,104.5855172,,,9.024692397,6.0608,-0.6314,579.0166,611.7653,388.5548,506.4278866,7054.090593,88.779,29.5425,154.9508,67.6122,2.355755296,1.534682189,1.229,599.3634,651.3702,503.338,19.04193307,21.20651387,7.62283221,852.1456,909.9216,744.4029,38.84293374,6.917201427,17.14223091,919.9321,892.4428,947.0747,-0.124613061,-0.271756871,1.000453537,0.081968776,0.302055057,0.758060785,0.409189861,0.492605718,1.000453537,0.081968776,0.302055057,1.153193986,0.356314161,0.53640703,1.061298683,0.220628226,0.409442291
1178220020,24/04/2001,24/04/2001,,"[-316, -64, -40, 5]",27.99,Antigenics Inc,Aronex Pharmaceuticals Inc,129466,25523,46,46,242,253,100,100,100,TRUE,399.73,361.09175,FALSE,1,1,25.169,35.6565,TRUE,1,1,TRUE,TRUE,325414,,0,2830,1,325412,,0,2830,1,FALSE,1,0,0,0.305531991,135.4940901,-0.19543472,-1.45471835,2836,325414,2.19535116,3.2767,233,6005536,44.8,69.2,85.2,94.4,0.060051262,63.12756816,,,87.44992519,11.4908,19.5413,967.6412,805.0925,943.7649,2130.187006,28872.9307,86.107,182.9928,465.008,36.0768,28.37154712,1.369518707,2.8244,971.36,506.0233,833.6221,8.004146605,6.629585981,6.04493346,633.3802,537.4812,620.1294,1290.670274,15.25656851,53.51528384,977.3654,977.294,977.2319,-0.010799486,-0.356138572,0.383682941,-0.097307807,0.377839617,0.046462123,0.350635455,0.047132459,0.383682941,-0.097307807,0.377839617,0.111399113,0.140120068,0.108744507,0.226084402,0.090874854,0.219893066
1179965020,30/04/2001,30/04/2001,,"[-316, -64, -40, 5]",267.68,"Marshall & Ilsley Corp,WI",National City Bancorp,7067,17065,46,45,253,242,100,100,100,TRUE,5441.724,5591.77375,TRUE,1,1,162.049,181.067625,TRUE,1,1,TRUE,TRUE,522110,,0,6021,1,522110,,0,6021,1,TRUE,1,0,0,0.081997243,33.93910955,0.03181438,0.03019774,6021,522110,2.19535116,3.2767,81357,488659993,29.5,41.9,56.3,70.9,0.00553666,43.14082076,,,6.470226303,-3.1815,4.3643,520.8408,341.3019,503.7863,7370.210972,248619.1068,1016.71,474.3871,928.052,407.5361,12.63351042,11.69525704,12.6144,903.5507,962.129,962.129,4.802216074,6.648287224,4.586503055,258.194,574.752,264.5379,0.00E+00,0.00E+00,0.00E+00,151.2516,151.2516,406.9716,0.005021538,0.146920146,-0.109043534,0.26598593,-0.103270554,-0.045675353,0.39894563,-0.036685899,-0.109043534,0.26598593,-0.103270554,-0.121304425,0.427863575,-0.112429004,-0.100958345,0.427369293,-0.092632978
1179648020,01/05/2001,01/05/2001,,"[-316, -64, -40, 5]",14.854,Smithfield Foods Inc,Smithfield Cos Inc,9774,14629,46,16,253,65,81.407,100,81.407,TRUE,1697.134,1563.5168,TRUE,1,1,,12.822,TRUE,1,1,TRUE,TRUE,311611,,0,2013,1,311612,,0,2013,1,FALSE,1,0,0,0.010891595,104.4014957,0.09695512,0.08946707,2011,311611,2.19535116,3.2767,1777,10549495,50.7,67.9,79.8,88.8,0.03689302,26.50511144,,,8.420884917,8.3558,5.7677,476.7557,740.2106,547.6224,4021.463125,17360.08053,990.1775,305.5151,199.8279,573.7149,1.290955343,1.082653937,1.0502,322.9399,212.2357,268.093,6.216693813,4.520253302,5.433033865,434.2529,164.3457,408.7128,0.322704396,0.308910195,0.00E+00,476.3783,501.2955,457.1784,-0.000733195,-0.029478195,0.073329875,0.308961518,0.080487533,-0.113772683,,,0.073329875,0.308961518,0.080487533,-0.029576271,,,-0.000731355,0.345460544,0.078594593
1179710020,01/05/2001,01/05/2001,25/09/2000,"[-316, -64, -155, 5]",1728.842,Pulte Homes Inc,Del Webb Corp,8823,11328,161,161,253,253,100,100,100,TRUE,1616.102,1332.012,TRUE,1,1,568.004,423.9579375,TRUE,1,1,TRUE,TRUE,236115,,0,1531,1,236210,,0,1531,1,FALSE,0,1,0,0.339728669,2.516002539,,0.06066923,1521,236115,2.19535116,3.2767,,,,,,,0.00645009,,,,18.26679586,-2.2095,9.1892,339.8898,259.1189,954.8625,3319.468741,42202.87051,465.077,126.0235,308.4553,352.8288,2.566516197,1.238365404,2.1427,113.1997,319.1873,761.2399,38.26730366,9.414402512,20.30342714,741.707,752.439,967.5712,0.156954414,0.512972614,0.00E+00,32.3136,469.2622,32.4288,0.029966641,0.047205607,0.001218061,0.381826244,0.197404758,0.005738452,0.245661266,0.126306614,0.107042586,0.212462199,0.160976666,-0.030698285,0.149509161,0.06035885,0.14871579,0.265160523,0.208001657
1180741020,01/05/2001,01/05/2001,,"[-316, -64, -40, 5]",30.398,Chemical Financial Corp,"Bank West Financial Corp,Grand",15197,31662,46,38,253,195,100,100,100,TRUE,566.609,337.0240744,TRUE,1,1,20.484,22.2163125,TRUE,1,1,TRUE,TRUE,522190,,0,6020,1,522120,,0,6020,1,TRUE,1,0,0,0.082671809,15.16555255,0.02797371,0.01209524,6022,522190,2.19535116,3.2767,185,1403773,83.5,89.4,97.2,99.6,0.00553666,68.78894818,,,4.296374783,-2.4708,4.8586,376.8307,389.3589,526.9769,9142.41613,42922.72216,2514.102,414.9553,575.7245,317.9736,12.44193062,11.65474227,12.4598,950.1201,961.7413,966.3316,3.502344391,3.807505074,4.18384671,204.7997,233.9282,253.0125,0.00E+00,0.00E+00,0.00E+00,216.4283,216.4283,384.4049,-0.013979915,-0.154116608,-0.00207477,0.220810691,0.083651228,0.069674156,0.149545867,0.072701104,-0.00207477,0.220810691,0.083651228,0.02247817,0.254865981,0.082589903,0.050450831,0.250108606,0.055838794
1179683020,01/05/2001,01/05/2001,,"[-316, -64, -40, 5]",123.735,"Allegiant Bancorp,St Louis,MO",Southside Bancshares Corp,61364,19486,46,35,241,186,100,100,100,TRUE,88.971,65.741,FALSE,1,1,92.049,93.45975,TRUE,1,1,TRUE,TRUE,522110,,0,6020,1,522110,,0,6020,1,TRUE,1,1,0,1.201189497,0.947263008,0.01733696,0.02057017,6021,522110,2.19535116,3.2767,81357,488659993,29.5,41.9,56.3,70.9,0.00553666,43.14082076,,,6.470226303,-3.1815,4.3643,520.8408,341.3019,503.7863,7370.210972,248619.1068,1016.71,474.3871,928.052,407.5361,12.63351042,11.69525704,12.6144,903.5507,962.129,962.129,4.802216074,6.648287224,4.586503055,258.194,574.752,264.5379,0.00E+00,0.00E+00,0.00E+00,151.2516,151.2516,406.9716,-0.056186455,-0.15382294,0.00800249,0.192489023,0.128704996,0.020706381,,,0.00800249,0.192489023,0.128704996,0.031387768,0.179195917,0.133856307,0.022770835,0.20005954,0.151011773
1180677020,03/05/2001,03/05/2001,,"[-316, -64, -40, 5]",3215.11,Archstone Communities Trust,Charles E Smith Residential,8787,30388,46,46,253,253,100,100,100,TRUE,3010.018,3179.04284,TRUE,1,2,1043.34,945.785,TRUE,1,1,TRUE,TRUE,531190,,0,6798,1,531110,,0,6798,1,TRUE,1,0,0,0.563673867,60.47371721,,,6798,531190,2.19535116,3.2767,10360,5490969,11.1,14.3,19.2,24.5,0.00553666,23.6433209,,,14.37684102,19.4829,5.2782,750.0441,906.4033,538.365,1999.411554,6147.078593,1099.963,115.5184,159.6729,230.4856,27.22707801,6.206629989,6.494,990.6076,887.3886,896.9093,0.191141561,0.236367443,0.00E+00,26.4759,27.0995,26.4806,0.00E+00,0.00E+00,0.00E+00,343.15,343.15,520.0759,0.045524085,0.166635006,-0.082803735,0.001715496,-0.070693418,-0.065347339,0.007247688,-0.054344869,-0.082803735,0.001715496,-0.070693418,-0.065395853,-0.026679032,-0.059497875,-0.098851313,-0.009884341,-0.085849233
1181437020,04/05/2001,04/05/2001,,"[-316, -64, -40, 5]",130.541,"SouthTrust Corp,Birmingham,AL","Cenit Bancorp,Norfolk,VA",9880,25635,46,44,253,244,100,100,100,TRUE,7595.802,7754.498625,TRUE,1,1,71.99,69.971625,TRUE,1,1,TRUE,TRUE,522110,,0,6020,1,522120,,0,6020,1,TRUE,1,1,0,0.020871726,150.7103303,0.02274179,0.02727176,6021,522110,2.19535116,3.2767,81357,488659993,29.5,41.9,56.3,70.9,0.00553666,43.14082076,,,6.470226303,-3.1815,4.3643,520.8408,341.3019,503.7863,7370.210972,248619.1068,1016.71,474.3871,928.052,407.5361,12.63351042,11.69525704,12.6144,903.5507,962.129,962.129,4.802216074,6.648287224,4.586503055,258.194,574.752,264.5379,0.00E+00,0.00E+00,0.00E+00,151.2516,151.2516,406.9716,0.001561647,0.205090685,-0.065381217,0.489562283,-0.064149588,-0.058571537,0.507995972,-0.055453504,-0.065381217,0.489562283,-0.064149588,-0.091570199,0.429316748,-0.091013316,-0.075290298,0.557059188,-0.07437538
1180900020,04/05/2001,04/05/2001,,"[-316, -64, -40, 5]",6215.026,Valero Energy Corp,Ultramar Diamond Shamrock Corp,15247,25422,46,46,253,253,100,100,100,TRUE,2297.474,2271.22398,TRUE,1,1,2629.879,3314.45776,TRUE,1,1,TRUE,TRUE,324110,,0,2911,1,324110,,0,2911,1,FALSE,1,1,0,1.714059376,1.023350446,0.16785206,0.17807762,2911,324110,2.19535116,3.2767,88,28376524,46.7,66.7,91.9,99.6,0.03689302,69.88086757,,,38.11658236,5.3928,3.9928,680.4487,691.6395,420.681,4515.919282,55229.80774,581.746,498.1321,453.7586,498.1321,12.61940412,1.110372051,1.4595,874.1865,173.884,433.3897,44.15591122,6.201792881,6.18238372,887.0103,380.3304,607.1357,538.704706,3.405651556,1.67460195,874.1865,660.205,627.5046,0.092325545,0.097934777,0.215386517,0.29787946,0.282769274,0.028871924,0.189994072,0.161498096,0.215386517,0.29787946,0.282769274,0.249534414,0.325504277,0.31269895,0.246765979,0.352721638,0.334276737
1181474020,07/05/2001,07/05/2001,,"[-316, -64, -40, 5]",16.072,Verso Technologies Inc,Telemate Net Software Inc,25976,124326,46,46,253,253,100,100,100,TRUE,37.529,65.1196875,TRUE,0.971520709,1,7.196,8.38525,TRUE,1,1,TRUE,TRUE,334611,,0,7371,1,334611,,0,7371,1,FALSE,1,0,1,0.060306883,2.351655321,-0.1342119,-0.47620619,7372,334611,2.19535116,3.2767,189,290470,34.1,50.1,68.5,84.1,0.052821828,51.83805526,,,9.024692397,6.0608,-0.6314,579.0166,611.7653,388.5548,506.4278866,7054.090593,88.779,29.5425,154.9508,67.6122,2.355755296,1.534682189,1.229,599.3634,651.3702,503.338,19.04193307,21.20651387,7.62283221,852.1456,909.9216,744.4029,38.84293374,6.917201427,17.14223091,919.9321,892.4428,947.0747,-0.029241629,-0.149036953,0.115539745,0.810373914,0.131072341,-0.29122578,0.494497586,-0.269377619,0.115539745,0.810373914,0.131072341,0.373603456,0.669858307,0.383440724,0.304674924,0.766638539,0.316678582
1183653020,14/05/2001,14/05/2001,,"[-316, -64, -40, 5]",1721.819,Kerr-McGee Corp,HS Resources Inc,6403,25956,46,46,253,253,100,100,100,TRUE,6770.904,6354.19862,TRUE,1,1,852.051,788.2875,TRUE,1,1,TRUE,TRUE,211111,,0,2911,1,211111,,0,2911,1,FALSE,1,0,0,0.236226401,20.40486895,0.28398122,0.19672665,1311,211111,2.19535116,3.2767,,,,,,,0.043712847,70.07370462,,,9.472870787,-6.4735,5.337,654.6984,214.4671,570.3726,7033.320851,54305.46084,844.975,318.7177,617.8141,156.0801,2.571557476,1.116693783,2.3598,737.7508,420.2495,744.5553,62.47321562,9.484179158,48.75383186,969.148,731.0892,970.2779,0.030027064,0.323286971,0.00E+00,402.8561,630.9331,31.0926,0.014410775,0.024134411,0.000909564,0.165750141,0.023697749,0.029814836,0.281444282,0.057029119,0.000909564,0.165750141,0.023697749,0.009928046,0.227340934,0.036064037,0.079436711,0.213534828,0.09922713
1184068020,14/05/2001,14/05/2001,,"[-316, -64, -40, 5]",82.919,Xcare Net Inc,Healthcare.com Corp,129851,61541,46,46,252,253,100,100,100,TRUE,100.117,90.390625,TRUE,1,1,35.772,38.588,TRUE,1,1,TRUE,TRUE,518210,,0,7372,1,541512,,0,7372,1,FALSE,1,0,0,0.415644287,3.932934125,-0.21304743,0.155136,7374,518210,2.19535116,3.2767,13769,53089145,33.7,39.6,50.3,61,0.040257087,,,,9.024692397,6.0608,-0.6314,579.0166,611.7653,388.5548,506.4278866,7054.090593,88.779,29.5425,154.9508,67.6122,2.355755296,1.534682189,1.229,599.3634,651.3702,503.338,19.04193307,21.20651387,7.62283221,852.1456,909.9216,744.4029,38.84293374,6.917201427,17.14223091,919.9321,892.4428,947.0747,-0.054103038,-0.211437101,0.321743949,0.548873809,0.345871069,0.115368168,0.523053012,0.158534764,0.321743949,0.548873809,0.345871069,0.152985289,0.687209603,0.204760781,0.043696282,0.656374558,0.098415949
1184403020,15/05/2001,15/05/2001,,"[-316, -64, -40, 5]",1311.755,TriQuint Semiconductor Inc,Sawtek Inc,29386,62738,46,46,253,253,100,100,100,TRUE,1401.768,1187.115875,TRUE,1,1,796.275,755.99025,TRUE,1,1,TRUE,TRUE,334413,,0,3670,1,334220,,0,3670,1,FALSE,1,0,0,1.755312443,4.751713672,0.13035245,0.33150666,3674,334413,2.19535116,3.2767,904,44818228,60.3,66.7,80.1,90.8,0.085998153,66.71512098,,,-18.34570318,-22.3481,-25.2541,21.144,19.9324,7.0439,1588.058807,18652.64988,246.887,123.1321,307.8033,192.5607,4.172270126,1.692481266,1.6857,803.3259,699.1249,583.2556,15.40255717,24.42098597,8.515912555,835.588,925.4294,763.4425,77.44937813,14.2496416,15.38145988,934.7585,948.2127,933.1071,-0.037089464,-0.051697022,0.175118218,0.383139834,0.254552407,-0.179251966,0.130431993,-0.05538612,0.175118218,0.383139834,0.254552407,0.105827965,0.330790658,0.199919214,0.214335369,0.360425656,0.269890398
1186230020,17/05/2001,17/05/2001,,"[-316, -64, -40, 5]",36.252,Orthodontic Centers of America,OrthAlliance Inc,31223,65310,46,46,253,253,100,100,100,TRUE,1248.362,1017.412,TRUE,1,1,26.569,25.793625,TRUE,1,1,TRUE,TRUE,561110,,0,8021,1,561110,,0,8021,1,FALSE,0,0,0,0.089811923,13.48851885,0.25867041,0.16808,8741,561110,2.19535116,3.2767,22611,32080759,2.2,3.6,6.7,12.2,0.043712847,43.60540578,,,39.91853219,-17.2898,2.8534,910.0488,6.9438,448.6392,233.0579474,1653.189808,81.973,0.9971,10.5164,15.444,251.6010319,1.235085272,1.4113,999.1932,279.2065,516.3258,8.086487807,5.92500654,5.98314068,545.1549,239.3361,528.7807,7530.34713,6.603604128,0.29251985,999.1932,858.364,699.6732,0.074689377,0.158458911,0.204550391,0.498985009,0.205395337,0.071636106,-0.00423417,0.072178374,0.204550391,0.498985009,0.205395337,0.169170878,0.351244494,0.171051985,0.297842459,0.52645548,0.299279242
