deal_no,date,date_original,hoda,win,deal_val,acq_name,tar_name,acq_gvkey,tar_gvkey,acq_ev_len,tar_ev_len,acq_es_len,tar_es_len,acquired,own,sought,control,acq_mv_tom,acq_mv,acq_mv_valid,acq_factor,acq_p_classes,tar_mv_tom,tar_mv,tar_mv_valid,tar_factor,tar_p_classes,acq_ultimo,tar_ultimo,acq_naics_tom,acq_naics,acq_naics_valid,acq_sic,acq_sic_crsp,acq_sic_crsp_valid,tar_naics,tar_naic_crsp,tar_naics_crsp_valid,tar_sic,tar_sic_crsp,tar_sic_crsp_valid,hor_level,fin_indu,acq_acq_oth,tar_tar_oth,tar_tar_oth_tom,acq_bm,tar_bm,acq_eb_at,tar_eb_at,com_siccd,com_naics,com_growth,bea_growth,estab,rcptot,c4,c8,c20,c50,USBC_rd_ratio,USBC_sal_ratio,USBC_export,USBC_import,com_grow_equal_w,com_grow_market_w,com_grow_median_w,com_grow_equal_p,com_grow_market_p,com_grow_median_p,com_assets_equal_w,com_assets_market_w,com_assets_median_w,com_assets_equal_p,com_assets_market_p,com_assets_median_p,com_atrv_equal_w,com_atrv_market_w,com_atrv_median_w,com_atrv_equal_p,com_atrv_market_p,com_atrv_median_p,com_fxvc_equal_w,com_fxvc_market_w,com_fxvc_median_w,com_fxvc_equal_p,com_fxvc_market_p,com_fxvc_median_p,com_xrd_equal_w,com_xrd_market_w,com_xrd_median_w,com_xrd_equal_p,com_xrd_market_p,com_xrd_median_p,assets_relprev,assets_rel,"acq_car_[-40, 5]","tar_car_[-40, 5]","com_car_[-40, 5]","acq_car_(-5, 5)","tar_car_(-5, 5)","com_car_(-5, 5)","acq_car_(-40, 5)","tar_car_(-40, 5)","com_car_(-40, 5)","acq_car_(-20, 5)","tar_car_(-20, 5)","com_car_(-20, 5)","acq_car_(-30, 5)","tar_car_(-30, 5)","com_car_(-30, 5)"
1056135020,16/10/2000,16/10/2000,,"[-316, -64, -40, 5]",42872.3,Chevron Corp,Texaco Inc,2991,10482,46,46,253,253,100,100,100,TRUE,59025.961,53909.76938,1,1,1,30422.395,28016.03,1,1,1,1,1,324110,,0,2911,2911,1,324110,,0,2911,2911,1,4,FALSE,1,0,1,1.230986862,4.277195285,0.14379856,0.11020986,2911,324110,20.42967181,6.4613,88,28376524,46.7,66.7,91.9,99.6,0.03689302,67.16891994,,,71.13623268,47.9593,53.6943,841.1244,862.348,871.6235,25404.10714,99533.83253,6940,677.8102,780.6942,617.5718,0.961284585,0.889110555,0.9295,225.9311,213.7877,256.9449,7.613349273,5.602505018,5.762965155,582.4781,426.4947,559.5878,0.1858945,0.304816983,0.00E+00,581.7565,611.2704,158.6391,0.053033154,0.099424376,-0.021152715,0.150926828,0.059739241,-0.015114508,0.144042516,0.059243309,-0.021152715,0.150926828,0.059739241,-0.068500485,0.110426736,0.015039426,0.008889437,0.193517652,0.095269205
1057642020,18/10/2000,18/10/2000,11/08/2000,"[-316, -64, -40, 5]",1399.988,Triad Hospitals Inc,Quorum Health Group Inc,120302,29496,46,46,253,253,100,100,100,TRUE,1011.511,816.48,1,1,1,987.233,712.18,1,1,1,1,1,622110,,0,8062,8060,1,622110,,0,8062,8060,1,4,FALSE,1,0,0,1.271977139,1.167903258,0.07926329,0.13964754,8062,622110,20.42967181,6.4613,697,48820696,71.8,83.7,92.2,96.7,0.043712847,33.86822353,,,15.78553937,12.7888,15.2353,330.2412,331.4981,580.8175,982.8497,6498.11238,213.696,97.1621,77.7339,227.7343,1.207219279,0.873077311,0.8996,165.8872,185.4827,197.046,7.180216433,4.782304357,5.78778968,525.002,249.6408,666.8807,3.82842005,0.189137938,0.00E+00,654.5429,416.2786,352.9089,0.126100644,0.17120495,0.070376927,0.10546719,0.087157161,-0.155064135,-0.063189375,-0.127397364,0.070376927,0.10546719,0.087157161,-0.112963018,0.026980531,-0.067378993,-0.051036198,0.138132207,0.011348299
1060233020,26/10/2000,26/10/2000,,"[-316, -64, -40, 5]",170.891,Lightbridge Inc,Corsair Communications Inc,63663,65175,46,46,253,253,100,100,100,TRUE,162.764,373.582,1,1,1,138.682,330.36525,1,1,1,1,1,541519,,0,7379,4810,1,541512,,0,7373,4810,1,3,FALSE,0,0,0,5.766341723,6.598639936,0.3099648,0.16606027,7379,541519,20.42967181,6.4613,12358,12673501,13.1,19.2,28.4,40.2,0.165294158,68.77903126,,,29.2017928,11.1885,9.1424,560.7946,350.8096,343.197,670.1679621,12472.23527,90.858,41.0781,207.0045,77.5003,3.387278702,1.202904926,1.1056,726.2573,436.9308,395.7569,12.40967533,9.763854288,5.46402366,789.6755,835.4307,486.2786,57.27389974,5.646066226,14.27464762,949.5536,887.8127,954.802,-0.107349031,-0.227444497,-0.490003414,-0.79933481,-0.592951467,-0.181027764,-0.220163214,-0.197795822,-0.490003414,-0.79933481,-0.592951467,0.137348968,-0.346300857,-0.043908151,-0.361298789,-0.746932171,-0.498143337
1060677020,30/10/2000,30/10/2000,,"[-316, -64, -40, 5]",471.071,Stone Energy Corp,Basin Exploration Inc,28564,25240,46,46,253,253,100,100,100,TRUE,998.472,881.376,1,1,1,384.228,293.957375,1,1,1,1,1,211111,,0,1311,1311,1,211111,,0,1311,1311,1,4,FALSE,0,0,0,1.103721187,5.031747572,0.26202183,0.21564452,1311,211111,20.42967181,6.4613,,,,,,,0.043712847,65.24956583,,,84.79144931,76.7385,70.4158,944.2455,947.6277,950.1031,5798.424,52785.4165,842.704,287.1374,616.2089,143.5195,2.305262035,1.025900223,2.3181,628.5356,355.834,672.5769,62.82187415,8.90011862,44.79228849,968.7621,731.2965,962.3269,0.030001468,0.273911048,0.00E+00,481.5696,536.4122,28.5614,-0.051573975,-0.245543514,-0.116576904,0.112130373,-0.099047076,-0.164337007,0.032051949,-0.14926396,-0.116576904,0.112130373,-0.099047076,-0.038354491,0.094574569,-0.028057076,-0.065223606,0.119088424,-0.051021878
1063456020,07/11/2000,07/11/2000,,"[-316, -64, -40, 5]",97.496,SPSS Inc,ShowCase Corp,28758,121761,46,44,253,252,100,100,100,TRUE,223.896,273.7125,1,1,1,67.244,62.98855,1,0.9735,1,1,1,334611,,0,7372,7370,1,334611,,0,7372,7370,1,4,FALSE,0,0,0,0.963849826,11.7176463,0.29756829,-0.09002734,7372,334611,20.42967181,6.4613,189,290470,34.1,50.1,68.5,84.1,0.052821828,51.381217,,,13.29731127,6.0381,17.0353,397.5398,214.7731,591.2763,504.1633636,1015.264066,162.367,39.6296,36.44,37.8205,2.746340586,1.319433884,1.1721,707.9222,509.9332,458.6946,5.524370545,5.571379699,5.83306599,385.4407,377.9963,610.0402,70.53095382,10.34613448,9.35604188,966.5674,925.743,940.6239,-0.054178602,-0.195341482,-0.190934015,0.007574099,-0.177814035,-0.004975007,0.313542094,0.013488175,-0.190934015,0.007574099,-0.177814035,-0.016242192,0.07271795,-0.165633503,-0.079851162,0.196938748,-0.062892801
1064738020,13/11/2000,13/11/2000,,"[-316, -64, -40, 5]",7857.313,Weyerhaeuser Co,Willamette Industries Inc,11456,11502,46,46,253,253,100,100,100,TRUE,8034.407,10471.888,0,1,1,2941.791,3627.29175,1,1,1,1,1,113110,,0,811,2631,1,113110,,0,811,2631,1,4,FALSE,1,0,1,0.396079029,3.885548736,0.1037134,0.17799349,811,113110,20.42967181,6.4613,,,,,,,,39.56278094,,,16.44513252,11.534,9.796,5.9975,235.6804,234.534,607.9003969,5451.956617,141.996,5.9975,5.9975,43.2998,7.376765921,0.910309906,1.0742,793.5231,69.7776,299.4606,7.019364122,4.854109552,5.77747687,500.0564,270.3735,500.0564,197.7675463,0.693040777,0.00E+00,994.119,498.5973,498.5973,0.036255338,0.567732452,0.146136421,0.702032504,0.255856765,-0.027201227,0.373389534,0.056212001,0.146136421,0.702032504,0.255856765,0.168020503,0.653160095,0.2662354,0.134670978,0.663352801,0.239770677
1070584020,04/12/2000,02/10/2000,02/10/2000,"[-316, -64, -40, 5]",4232.617,Tyson Foods Inc,IBP inc,10793,5848,46,46,253,253,100,100,100,TRUE,3010.999,2093.277722,1,0.5449,1,1689.765,1693.888,1,1,1,1,1,311999,,0,2015,2015,1,311611,,0,2011,2015,1,3,FALSE,0,1,1,0.670581156,1.224999384,0.16113483,0.18946397,2015,311999,20.42967181,6.4613,1561,4831986,27,35.9,50.3,66.2,0.03689302,28.99099908,,,4.502133961,1.8981,4.7686,109.8237,126.3669,122.6958,4152.077216,16359.30562,1124.039,380.6503,197.8959,636.8744,1.281573284,1.120702955,1.039,198.0915,262.0448,360.6977,5.91591449,4.543086122,5.20061563,316.3696,225.8744,489.6303,0.348664588,0.258505976,0.00E+00,465.8011,456.3628,434.6635,0.065829259,0.09010306,0.279461107,0.264927359,0.27118936,-0.023190594,0.165253474,0.097815733,0.279461107,0.264927359,0.27118936,0.023188804,0.282412431,0.187226358,0.274658899,0.281538296,0.280511347
1077367020,21/12/2000,21/12/2000,,"[-316, -64, -40, 5]",5158.032,Northrop Grumman Corp,Litton Industries Inc,7985,6765,46,46,253,253,100,100,100,TRUE,5825.855,6014.238,1,1,1,2985.183,1963.244688,1,1,1,1,1,334511,,0,3812,3721,1,334511,,0,3812,3721,1,4,FALSE,1,0,0,0.591160701,3.59269399,0.1462574,0.13828173,3812,334511,20.42967181,6.4613,504,21190101,60.5,78.2,89.8,95.5,0.086674621,60.64529796,,,392.3414278,-0.2952,15.7322,992.0892,10.8237,595.011,969.3194178,16846.3496,55.3825,84.5236,219.0322,8.3725,1.800776256,1.252195181,1.2205,427.4283,446.6551,505.962,6.18905974,6.166750342,5.345888155,426.1399,479.1126,515.7152,28.22591048,6.315838166,10.85466137,822.2962,868.1373,931.8622,0.060968325,0.38955559,-0.047841678,0.514004141,0.173240982,0.033908065,0.303003115,0.146235574,-0.047841678,0.514004141,0.173240982,-0.048823005,0.311031617,0.098079293,0.026598855,0.44578807,0.195301839
1088050020,05/02/2001,05/02/2001,,"[-316, -64, -40, 5]",1408.48,Patterson Energy Inc,UTI Energy Corp,29108,29347,46,46,253,253,100,100,100,TRUE,1209.692,1013.02875,0,1,1,1098.811,794.769,1,1,1,1,1,213111,,0,1381,1380,1,213111,,0,1381,1380,1,4,FALSE,1,0,0,5.144935136,5.098282587,0.07819028,0.08372413,1381,213111,2.19535116,3.2767,,,,,,,0.043712847,45.23453732,,,43.45270682,33.7355,38.632,869.1936,955.6987,993.9657,3961.486727,11920.20182,2131.3775,320.2875,228.2858,621.6984,2.35624639,1.916689222,2.0202,610.1503,712.8627,632.2274,20.92359455,12.21838769,14.58628968,862.9326,872.8265,867.208,0.837256091,2.330718441,0.00E+00,602.0225,731.8473,66.908,-0.08972866,-0.250605353,0.227747823,0.305077625,0.274015885,-0.020475307,0.047426087,0.020995822,0.227747823,0.305077625,0.274015885,0.099025629,0.194164232,0.156251946,-0.125687435,0.088723418,-0.001506653
1090293020,12/02/2001,12/02/2001,08/02/2001,"[-316, -64, -40, 5]",2198.774,Potomac Electric Power Company,Conectiv Inc,8694,3848,46,46,253,253,100,100,100,TRUE,2409.933,2463.950625,1,1,1,1628.12,1535.190875,1,1,2,1,1,221122,,0,4911,4911,1,221111,,0,4911,4911,1,4,FALSE,1,0,0,0.526995597,1.485463762,0.12278239,0.10050351,4911,221122,2.19535116,3.2767,7325,244008558,17.7,31.4,55.8,81.2,0.043712847,64.19401567,,,42.82655988,51.1376,15.4024,936.5979,972.949,906.07,14271.60755,33798.01056,6722.1,560.1994,519.576,529.8975,2.429941358,2.081101861,2.1955,679.736,730.3051,693.5176,14.33374064,11.18057389,12.4071464,805.9414,854.7704,822.7004,0.00E+00,0.00E+00,0.00E+00,84.9547,84.9547,242.0937,-0.066449715,-0.009361862,-0.064644175,0.167928736,0.025730523,0.018374805,0.182520546,0.083593033,-0.064644175,0.167928736,0.025730523,0.024713605,0.232796351,0.106693422,-0.126545543,0.108736195,-0.034883521
1157843020,20/02/2001,20/02/2001,,"[-316, -64, -40, 5]",363.503,Sybase Inc,New Era of Networks Inc,24409,64927,46,46,253,253,100,100,100,TRUE,2191.976,2164.274438,1,1,1,170.477,767.298375,1,1,1,1,1,511210,,0,7372,7370,1,541511,,0,7371,7370,1,3,FALSE,1,0,0,2.282878745,6.74983685,0.1799684,-0.05188585,7372,511210,2.19535116,3.2767,9953,103505848,39.5,45.6,56.3,66.7,0.214805583,104.5855172,,,40.23479791,4.8664,29.8166,914.9469,531.4092,987.3735,271.0589091,1093.631064,42.509,16.6753,43.7066,4.8543,2.258283426,0.98923885,1.4638,635.0975,294.2689,519.2731,8.008516273,6.841918971,7.88765403,628.7297,603.0835,745.1925,70.67353018,13.26201037,29.88334769,988.1308,931.1119,995.2877,0.070891843,0.249514855,-0.124682193,0.533944406,0.016716517,-0.228929595,0.475770855,-0.133177271,-0.124682193,0.533944406,0.016716517,-0.236747393,0.636571227,-0.096326647,-0.049996532,0.376520146,0.064700522
1158866020,22/02/2001,22/02/2001,,"[-316, -64, -40, 5]",76.097,Gart Sports Co,Oshman's Sporting Goods Inc,66278,8194,44,46,226,237,100,100,100,TRUE,168.841,97.42725,1,1,1,53.834,57.061125,1,1,1,1,1,451110,,0,5941,5940,1,451110,,0,5941,5940,1,4,FALSE,0,0,0,0.796854053,2.679148907,0.0687789,0.04402065,5941,451110,2.19535116,3.2767,22239,25007062,18.1,27.9,39.4,45.8,0.005887964,16.15934014,,,15.40729737,1.7723,2.7696,655.8729,456.6473,444.1694,727.6798889,5165.219528,125.805,56.6824,54.9471,54.5986,0.980622594,0.402323111,0.4026,51.4608,25.1101,4.5625,5.794427111,1.757556517,1.81236674,414.9146,109.736,102.6681,3.217645407,0.073074982,0.00E+00,612.6366,301.6117,239.1132,-0.049465648,-0.064117762,-0.228983661,0.267882886,-0.029392582,-0.236507866,0.138545877,-0.089189766,-0.228983661,0.267882886,-0.029392582,-0.41906749,0.110772967,-0.219779553,-0.451000817,0.016349525,-0.262779368
1165584020,16/03/2001,16/03/2001,,"[-316, -64, -40, 5]",4478.588,AmeriSource Health Corp,Bergen Brunswig Corp,31673,2169,46,46,253,253,100,100,100,TRUE,2878.159,2102.523188,1,1,1,2496.157,2061.4149,1,1,1,1,1,424210,,0,5122,5122,1,424210,,0,5122,5122,1,4,FALSE,0,0,0,7.302368807,2.907053017,0.0875026,0.0827484,5122,424210,2.19535116,3.2767,7729,386857851,42.6,57.6,72.2,84.1,0.016803845,,,,8.512659733,8.0744,5.0918,492.6326,724.3337,524.1855,409.0680333,2140.667012,152.2875,6.0845,16.0221,60.7652,0.703346499,0.367674007,0.615,23.4608,2.9297,43.0675,2.830572833,1.482492157,1.830771835,106.6268,20.5774,109.3079,0.559532567,0.013790725,0.00E+00,497.2737,294.6758,23.8065,0.174696952,0.472915742,-0.204671782,-0.070755317,-0.111531056,-0.171503438,-0.097392218,-0.123813258,-0.204671782,-0.070755317,-0.111531056,-0.228777619,-0.195830859,-0.204321667,-0.112824659,-0.153423917,-0.134760789
1167070020,22/03/2001,22/03/2001,,"[-316, -64, -40, 5]",688.617,Avnet Inc,Kent Electronics Corp,1919,12238,46,46,253,253,100,100,100,TRUE,2297.557,1757.753125,1,1,1,492.517,425.59925,1,1,1,1,1,423690,,0,5065,3679,1,423690,,0,5065,3679,1,4,FALSE,1,0,0,0.223767476,4.929809413,0.0874363,0.07424484,5065,423690,2.19535116,3.2767,16967,180318390,23.2,33.5,45.4,59,0.016803845,,,,-8.606779909,-15.0645,-7.6804,93.924,82.7344,123.3748,794.6998182,3230.339222,199.395,56.628,75.5108,152.4171,0.894559641,0.461761211,0.5291,86.4933,36.0601,16.6881,3.562422455,1.210685938,2.52208871,155.1416,46.6252,142.9124,3.956355909,0.125485911,0.00E+00,818.7214,383.2302,344.9409,0.019543956,0.302106568,0.102642394,0.076114549,0.099081684,-0.210400116,0.18249304,-0.163314763,0.102642394,0.076114549,0.099081684,0.02448242,0.168220297,0.042213661,0.05774982,0.111042909,0.064040239
1172319020,09/04/2001,09/04/2001,,"[-316, -64, -40, 5]",75.654,Kana Communications Inc,Broadbase Software Inc,123998,123994,46,46,253,253,100,100,100,TRUE,187.602,722.517,1,1,1,167.432,303.9193584,0,1,1,1,1,334611,,0,7372,7370,1,334611,,0,7372,7370,1,4,FALSE,1,0,0,0.337893916,0.599347991,-0.09730401,-0.04182737,7372,334611,2.19535116,3.2767,189,290470,34.1,50.1,68.5,84.1,0.052821828,51.83805526,,,40.23479791,4.8664,29.8166,914.9469,531.4092,987.3735,271.0589091,1093.631064,42.509,16.6753,43.7066,4.8543,2.258283426,0.98923885,1.4638,635.0975,294.2689,519.2731,8.008516273,6.841918971,7.88765403,628.7297,603.0835,745.1925,70.67353018,13.26201037,29.88334769,988.1308,931.1119,995.2877,0.148812146,0.378241956,-0.637358972,-0.805421183,-0.643262049,-0.427357207,-0.616291318,-0.432290035,-0.637358972,-0.805421183,-0.643262049,-0.311350214,-0.48105161,-0.320417827,-0.43485935,-0.769598473,-0.443093123
1180900020,04/05/2001,04/05/2001,,"[-316, -64, -40, 5]",6215.026,Valero Energy Corp,Ultramar Diamond Shamrock Corp,15247,25422,46,46,253,253,100,100,100,TRUE,2297.474,2136.54883,1,1,1,2629.879,2608.44,1,1,1,1,1,324110,,0,2911,2911,1,324110,,0,2911,2911,1,4,FALSE,1,1,0,1.348944944,0.962669564,0.16785206,0.17807762,2911,324110,2.19535116,3.2767,88,28376524,46.7,66.7,91.9,99.6,0.03689302,69.88086757,,,5.653666375,8.9387,-2.017,490.7035,665.8522,291.8733,33771.50175,107469.252,8262,773.8554,798.6647,752.4213,1.196645676,0.883474516,1.0518,295.565,193.4984,276.4751,5.442720313,6.080978051,5.577324015,371.5581,473.2009,406.8879,0.2337925,0.294249725,0.052751175,574.4686,531.8567,615.143,-0.083564725,-0.113916686,0.215386517,0.29787946,0.280507888,0.028871924,0.189994072,0.157044581,0.215386517,0.29787946,0.280507888,0.249534414,0.325504277,0.310654476,0.246765979,0.352721638,0.331392158
1184068020,14/05/2001,14/05/2001,,"[-316, -64, -40, 5]",82.919,Xcare Net Inc,Healthcare.com Corp,129851,61541,46,46,252,253,100,100,100,TRUE,100.117,121.875,1,1,1,35.772,46.4824032,1,1,1,1,1,518210,,0,7374,7372,1,541512,,0,7373,7372,1,3,FALSE,1,0,0,0.500677551,5.302832528,-0.21304743,0.155136,7374,518210,2.19535116,3.2767,13769,53089145,33.7,39.6,50.3,61,0.040257087,,,,9.024692397,6.0608,-0.6314,579.0166,611.7653,388.5548,506.4278866,7054.090593,88.779,29.5425,154.9508,67.6122,2.355755296,1.534682189,1.229,599.3634,651.3702,503.338,19.04193307,21.20651387,7.62283221,852.1456,909.9216,744.4029,38.84293374,6.917201427,17.14223091,919.9321,892.4428,947.0747,-0.054103038,-0.211437101,0.321743949,0.548873809,0.343218396,0.115368168,0.523053012,0.154411306,0.321743949,0.548873809,0.343218396,0.152985289,0.687209603,0.199684521,0.043696282,0.656374558,0.092791825
1187553020,23/05/2001,23/05/2001,,"[-316, -64, -40, 5]",83.891,Excelon Corp,C-bridge Internet Solutions,63324,127534,46,46,253,253,100,100,100,TRUE,46.139,105.0403125,1,1,1,36.271,73.241,1,1,1,1,1,334611,,0,7372,7370,1,334611,,0,7372,7370,1,4,FALSE,0,0,0,3.438544601,1.262488582,-0.24174152,-0.04520618,7372,334611,2.19535116,3.2767,189,290470,34.1,50.1,68.5,84.1,0.052821828,51.83805526,,,40.23479791,4.8664,29.8166,914.9469,531.4092,987.3735,271.0589091,1093.631064,42.509,16.6753,43.7066,4.8543,2.258283426,0.98923885,1.4638,635.0975,294.2689,519.2731,8.008516273,6.841918971,7.88765403,628.7297,603.0835,745.1925,70.67353018,13.26201037,29.88334769,988.1308,931.1119,995.2877,-0.219300866,-0.118947043,0.009767556,0.174833403,0.022505856,-0.193232291,-0.103817717,-0.184950266,0.009767556,0.174833403,0.022505856,0.182201951,0.083768759,0.174919375,0.254516408,0.408561789,0.268074159
1190003020,31/05/2001,31/05/2001,17/05/2001,"[-316, -64, -40, 5]",70.133,Cantel Medical Corp,Minntech Corp,2942,9051,46,46,203,252,100,100,100,TRUE,73.566,78.44625,1,1,1,58.11,50.5099375,1,1,1,1,1,334510,,0,3845,5047,1,339112,,0,3841,5047,1,3,FALSE,0,1,0,2.926415846,1.499698899,0.22456422,0.18131931,3845,334510,2.19535116,3.2767,485,9731759,38.5,50.2,66.6,82.6,0.086674621,55.35699103,,,15.203455,7.5372,9.3037,664.2782,625.6884,740.7568,306.5926027,1531.102191,47.478,13.3092,30.5262,2.4495,2.051310335,1.184217836,1.2586,558.6076,426.0553,512.8019,6.620548507,6.252064089,5.71687232,541.1519,466.15,566.8662,33.44337267,7.28758799,9.64451165,911.2623,906.9879,875.5279,-0.217207346,-0.220909315,0.288181707,0.107904939,0.2144004,0.040555109,0.080068071,0.072380191,0.288181707,0.107904939,0.2144004,0.385595295,0.146648558,0.260805151,0.264880252,0.086323152,0.186641575
1192055020,09/06/2001,09/06/2001,,"[-316, -64, -40, 5]",1047.539,Westport Resources Corp,Belco Oil & Gas Corp,140800,62473,46,46,95,253,100,100,100,TRUE,1038.031,900.9544,1,1,1,293.581,304.7449,0,1,1,1,1,211111,,0,1311,1311,1,211111,,0,1311,1311,1,4,FALSE,0,1,0,0.613713375,-66.54020679,0.26562661,0.16906966,1311,211111,2.19535116,3.2767,,,,,,,0.043712847,70.07370462,,,9.472870787,-6.4735,5.337,654.6984,214.4671,570.3726,7033.320851,54305.46084,844.975,318.7177,617.8141,156.0801,2.571557476,1.116693783,2.3598,737.7508,420.2495,744.5553,62.47321562,9.484179158,48.75383186,969.148,731.0892,970.2779,0.030027064,0.323286971,0.00E+00,402.8561,630.9331,31.0926,-0.088557222,-0.198759711,-0.042335914,-0.014679291,-0.042140905,-0.258833159,-0.032302943,-0.23404221,-0.042335914,-0.014679291,-0.042140905,-0.231101291,0.047757673,-0.201116521,-0.171833851,0.022616996,-0.151071078
1197673020,28/06/2001,28/06/2001,,"[-316, -64, -40, 5]",188.39,Dianon Systems Inc,UroCor Inc,24353,62889,46,46,253,253,100,100,100,TRUE,273.613,199.395,1,1,1,157.297,87.712625,1,1,1,1,1,621511,,0,8071,8070,1,621511,,0,8071,8070,1,4,FALSE,1,0,0,1.671958693,5.679798325,0.23838518,0.12934209,8071,621511,2.19535116,3.2767,5510,16906984,39.2,44.9,53.5,62.6,0.043712847,41.32231074,,,16.42642381,13.2192,13.6593,665.3072,854.3549,912.6977,1171.551774,6364.080957,260.623,100.953,106.0863,264.2286,1.155430688,0.809816304,0.797,91.6469,57.2357,70.687,5.722483566,4.522961125,4.81406506,405.5005,183.4702,356.3626,10.17088162,0.172539807,0.00E+00,725.3742,338.3319,295.4298,-0.08561611,-0.330872246,-0.150848028,0.094163257,-0.113328745,0.1251687,-0.064908396,0.09466828,-0.150848028,0.094163257,-0.113328745,0.08844675,-0.131248723,0.054057497,-0.063399022,0.002547057,-0.051121242
1210075020,14/08/2001,14/08/2001,,"[-316, -64, -40, 5]",3486.514,Devon Energy Corp,Mitchell Energy & Development,14934,7466,46,46,253,253,100,100,100,TRUE,6316.99,7502.35593,1,1,1,2167.661,2715.2445,1,1,1,1,1,211111,,0,1311,1311,1,211111,,0,1311,1311,1,4,FALSE,1,0,0,0.723499905,9.103640835,0.30519185,0.3488138,1311,211111,2.19535116,3.2767,,,,,,,0.043712847,70.07370462,,,9.472870787,-6.4735,5.337,654.6984,214.4671,570.3726,7033.320851,54305.46084,844.975,318.7177,617.8141,156.0801,2.571557476,1.116693783,2.3598,737.7508,420.2495,744.5553,62.47321562,9.484179158,48.75383186,969.148,731.0892,970.2779,0.030027064,0.323286971,0.00E+00,402.8561,630.9331,31.0926,0.016970992,0.019779831,-0.121790843,-0.033201565,-0.075443756,-0.039938415,0.223207701,0.067473819,-0.121790843,-0.033201565,-0.075443756,-0.004173382,0.239074191,0.097691885,-0.063235826,0.151337421,0.029224199
1211114020,16/08/2001,16/08/2001,,"[-316, -64, -40, 5]",57.665,Divine Inc,Open Market Inc,137572,62925,46,46,213,253,100,100,100,TRUE,208.052,242.8458319,1,0.9537,1,54.768,62.41823,1,1,1,1,1,334611,,0,7372,7389,1,334611,,0,7372,7389,1,4,FALSE,1,0,0,0.169668699,11.75610359,-0.49190468,-0.48801998,7372,334611,2.19535116,3.2767,189,290470,34.1,50.1,68.5,84.1,0.052821828,51.83805526,,,40.23479791,4.8664,29.8166,914.9469,531.4092,987.3735,271.0589091,1093.631064,42.509,16.6753,43.7066,4.8543,2.258283426,0.98923885,1.4638,635.0975,294.2689,519.2731,8.008516273,6.841918971,7.88765403,628.7297,603.0835,745.1925,70.67353018,13.26201037,29.88334769,988.1308,931.1119,995.2877,0.027531752,0.105775789,-0.069222246,0.027651517,-0.062959476,0.044891181,-0.135471945,0.045149022,-0.069222246,0.027651517,-0.062959476,0.120499327,-0.061778577,0.122489732,-0.094035854,-0.008465269,-0.089574979
1216148020,21/08/2001,21/08/2001,,"[-316, -64, -40, 5]",553.682,Roadway Corp,Arnold Industries Inc,61795,1766,46,46,253,253,100,100,100,TRUE,569.813,516.1572,1,1,1,447.655,490.149,1,1,1,1,1,484121,,0,4213,4210,1,484121,,0,4213,4210,1,4,FALSE,0,0,1,1.442161879,1.637398725,0.17837558,0.27217547,4213,484121,2.19535116,3.2767,30043,65030821,14.7,21.7,29.9,38.7,0.043712847,32.07733701,,,1.8554882,-0.0868,-2.264,331.4598,428.2713,242.4763,897.39756,3007.230091,314.238,73.7627,68.0239,222.429,0.628778418,0.609033962,0.6189,32.7741,57.9016,53.6006,6.99019088,4.865495228,7.55657094,555.4672,266.8199,734.3494,0.00E+00,0.00E+00,0.00E+00,27.2603,27.2603,164.9487,0.041546219,0.046037779,0.189247031,0.100751005,0.150277825,0.120858181,0.106815783,0.114976702,0.189247031,0.100751005,0.150277825,-0.055923994,0.132498304,0.035837859,0.073487844,0.088600783,0.084910189
1218656020,04/09/2001,04/09/2001,03/09/2001,"[-316, -64, -40, 5]",4043.651,Santa Fe International Corp,Global Marine Inc,5187,5187,46,46,253,253,100,100,100,TRUE,3116.902,4633.83375,1,1,1,2852.095,4633.83375,1,1,1,1,1,213111,,0,1381,1381,1,213111,,0,1381,1381,1,4,FALSE,1,0,0,3.646104139,3.646104139,0.12545895,0.12545895,1381,213111,2.19535116,3.2767,,,,,,,0.043712847,45.23453732,,,43.45270682,33.7355,38.632,869.1936,955.6987,993.9657,3961.486727,11920.20182,2131.3775,320.2875,228.2858,621.6984,2.35624639,1.916689222,2.0202,610.1503,712.8627,632.2274,20.92359455,12.21838769,14.58628968,862.9326,872.8265,867.208,0.837256091,2.330718441,0.00E+00,602.0225,731.8473,66.908,-0.037639844,0.023014689,-0.138706931,-0.138706931,-0.139077493,0.006520062,0.006520062,0.005743291,-0.138706931,-0.138706931,-0.139077493,-0.044961092,-0.044961092,-0.045662207,-0.090283269,-0.090283269,-0.090832262
